Date,Close,Open,High,Low,Volume,Change
2011-04-18,528.52,537.71,537.92,528.19,581950.0,-0.0113
2011-04-19,526.62,525.74,529.65,524.46,561750.0,-0.0036
2011-04-20,532.25,531.92,532.59,531.16,629080.0,0.010700000000000001
2011-04-21,529.58,536.6,536.81,529.57,613350.0,-0.005
2011-04-22,525.26,532.03,532.31,523.8,582740.0,-0.008199999999999999
2011-04-25,528.6,528.59,530.04,527.77,484360.0,0.0064
2011-04-26,521.68,530.56,530.63,520.83,628750.0,-0.0131
2011-04-27,518.39,525.68,526.19,516.7,604760.0,-0.0063
2011-04-28,514.67,522.01,522.48,513.83,502570.0,-0.0072
2011-04-29,511.0,516.41,516.42,507.12,373390.0,-0.0070999999999999995
2011-05-02,516.76,513.53,516.77,513.48,343890.0,0.0113
2011-05-03,512.51,516.82,517.44,511.22,372180.0,-0.008199999999999999
2011-05-04,510.53,514.19,514.6,510.52,317550.0,-0.0039000000000000003
2011-05-06,506.42,508.31,508.69,504.83,325520.0,-0.008100000000000001
2011-05-09,504.37,508.93,509.38,504.35,288630.0,-0.004
2011-05-11,505.18,507.64,507.96,504.72,386540.0,0.0016
2011-05-12,504.46,502.16,505.77,501.48,356270.0,-0.0014000000000000002
2011-05-13,507.28,508.05,508.5,505.36,343200.0,0.005600000000000001
2011-05-16,506.07,507.4,509.0,506.07,321050.0,-0.0024
2011-05-17,501.72,506.17,507.44,501.72,384630.0,-0.0086
2011-05-18,498.94,503.46,504.09,498.88,388850.0,-0.0055000000000000005
2011-05-19,487.03,501.21,501.45,487.03,395950.0,-0.0239
2011-05-20,486.24,488.5,489.46,483.69,331610.0,-0.0016
2011-05-23,472.94,485.76,485.79,472.94,295870.0,-0.0274
2011-05-24,474.32,470.56,474.4,470.21,317540.0,0.0029
2011-05-25,471.23,476.88,480.37,471.23,360000.0,-0.006500000000000001
2011-05-26,479.96,475.66,480.19,475.66,376720.0,0.018500000000000003
2011-05-27,483.22,482.42,484.16,481.81,352690.0,0.0068000000000000005
2011-05-30,480.52,486.77,487.13,480.45,303330.0,-0.005600000000000001
2011-05-31,484.54,482.86,484.59,481.31,359050.0,0.0084
2011-06-01,483.23,486.55,486.64,483.03,322330.0,-0.0027
2011-06-02,477.83,474.53,480.0,474.09,339860.0,-0.011200000000000002
2011-06-03,476.1,480.64,482.08,475.95,328040.0,-0.0036
2011-06-07,472.8,475.94,477.24,472.45,309690.0,-0.0069
2011-06-08,469.15,473.5,474.53,468.05,336660.0,-0.0077
2011-06-09,473.47,470.2,474.39,470.2,323040.0,0.0092
2011-06-10,466.91,477.07,477.43,466.83,334430.0,-0.0139
2011-06-13,458.15,464.84,466.23,455.14,361160.0,-0.018799999999999997
2011-06-14,462.29,458.85,462.59,458.75,357500.0,0.009000000000000001
2011-06-15,464.83,465.96,466.44,462.71,343280.0,0.0055000000000000005
2011-06-16,460.54,461.0,463.85,460.31,303190.0,-0.0092
2011-06-17,459.33,464.96,465.91,455.56,362910.0,-0.0026
2011-06-20,457.23,461.99,463.39,457.21,317330.0,-0.0046
2011-06-21,459.57,460.11,461.1,455.48,326650.0,0.0051
2011-06-22,463.77,463.54,465.14,463.32,375340.0,0.0091
2011-06-23,464.62,464.35,465.77,464.15,375760.0,0.0018
2011-06-24,473.66,467.14,473.72,467.14,379600.0,0.0195
2011-06-27,475.43,473.56,476.03,473.37,350490.0,0.0037
2011-06-28,474.65,480.22,480.36,474.64,427540.0,-0.0016
2011-06-29,476.57,478.11,478.33,474.57,380690.0,0.004
2011-06-30,479.55,479.3,479.57,477.41,361030.0,0.0063
2011-07-01,484.11,482.84,484.46,482.78,382030.0,0.0095
2011-07-04,489.3,488.67,489.49,487.83,397050.0,0.010700000000000001
2011-07-05,492.37,491.35,492.37,490.48,396460.0,0.0063
2011-07-06,492.94,493.15,493.3,491.1,389040.0,0.0012
2011-07-07,495.52,494.53,496.1,494.3,414400.0,0.0052
2011-07-08,496.82,498.31,498.39,496.1,408720.0,0.0026
2011-07-11,498.37,497.61,499.5,497.53,415930.0,0.0031
2011-07-12,490.63,493.65,494.58,489.98,518270.0,-0.0155
2011-07-13,494.97,493.11,494.97,491.75,458790.0,0.0088
2011-07-14,497.18,496.36,497.29,494.31,373030.0,0.0045000000000000005
2011-07-15,507.0,498.66,507.01,498.66,433530.0,0.019799999999999998
2011-07-18,517.93,511.13,517.99,509.97,476990.0,0.0216
2011-07-19,524.48,519.16,524.48,519.14,532610.0,0.0126
2011-07-20,526.61,530.43,530.56,526.61,537140.0,0.0040999999999999995
2011-07-21,524.54,528.59,528.62,524.38,491630.0,-0.0039000000000000003
2011-07-22,531.24,528.59,531.83,527.65,484600.0,0.0128
2011-07-25,529.9,532.49,534.45,529.89,468850.0,-0.0025
2011-07-26,535.85,532.88,535.86,531.09,505770.0,0.011200000000000002
2011-07-27,538.12,536.88,538.88,536.09,514000.0,0.0042
2011-07-28,538.54,532.39,539.56,531.75,590530.0,0.0008
2011-07-29,536.05,541.57,543.32,536.05,485610.0,-0.0046
2011-08-01,544.39,541.41,544.41,541.32,404100.0,0.015600000000000001
2011-08-02,538.06,543.83,545.06,534.05,506780.0,-0.0116
2011-08-03,531.91,529.12,531.95,523.1,426810.0,-0.011399999999999999
2011-08-04,522.07,537.41,539.59,522.02,488620.0,-0.018500000000000003
2011-08-05,495.55,494.3,505.82,481.7,541130.0,-0.0508
2011-08-08,462.69,489.22,497.49,441.24,606050.0,-0.0663
2011-08-09,432.88,445.7,445.86,404.55,625020.0,-0.0644
2011-08-10,453.55,456.91,458.57,449.29,526570.0,0.04769999999999999
2011-08-11,469.24,431.55,469.24,430.9,545840.0,0.0346
2011-08-12,474.15,483.02,490.5,473.38,565090.0,0.0105
2011-08-16,496.23,491.56,496.27,490.76,478300.0,0.0466
2011-08-17,506.44,496.77,507.11,496.25,564130.0,0.0206
2011-08-18,507.8,512.08,515.33,496.51,669630.0,0.0027
2011-08-19,474.65,488.78,495.93,474.62,674150.0,-0.0653
2011-08-22,465.9,479.55,483.04,460.13,482940.0,-0.0184
2011-08-23,479.75,474.98,479.77,471.42,533780.0,0.0297
2011-08-24,474.29,487.95,488.49,474.29,522570.00000000006,-0.011399999999999999
2011-08-25,471.5,483.25,486.3,469.91,445840.0,-0.0059
2011-08-26,473.31,470.44,475.05,469.26,442780.0,0.0038
2011-08-29,483.27,481.28,483.43,478.49,453880.0,0.021
2011-08-30,488.49,489.76,490.21,486.75,550970.0,0.0108
2011-08-31,493.44,492.2,493.45,488.08,485010.0,0.0101
2011-09-01,490.22,496.81,500.52,488.1,612090.0,-0.006500000000000001
2011-09-02,494.47,491.04,494.5,488.25,613490.0,0.0087
2011-09-05,480.43,489.13,491.98,480.32,601670.0,-0.028399999999999998
2011-09-06,465.35,473.82,476.39,459.17,644760.0,-0.031400000000000004
2011-09-07,479.17,475.08,479.25,473.54,426290.0,0.0297
2011-09-08,475.3,484.91,485.02,472.62,479730.0,-0.008100000000000001
2011-09-09,470.94,474.24,476.49,468.93,428850.0,-0.0092
2011-09-14,452.3,471.73,471.73,452.27,409220.0,-0.039599999999999996
2011-09-15,454.95,464.21,465.98,445.15,484770.0,0.0059
2011-09-16,467.84,463.98,467.87,461.03,484100.0,0.028300000000000002
2011-09-19,462.84,466.69,472.47,462.83,474360.0,-0.010700000000000001
2011-09-20,470.11,461.65,470.12,458.74,471040.0,0.015700000000000002
2011-09-21,477.51,473.43,479.68,472.4,491810.0,0.015700000000000002
2011-09-22,471.41,469.02,476.01,467.96,512100.0,-0.0128
2011-09-23,446.51,454.97,455.91,446.49,553220.0,-0.0528
2011-09-26,409.55,453.24,453.78,408.35,670870.0,-0.0828
2011-09-27,433.41,422.18,433.43,422.18,547160.0,0.0583
2011-09-28,434.2,440.57,444.45,434.2,521090.00000000006,0.0018
2011-09-29,443.26,431.58,443.26,430.72,486870.0,0.0209
2011-09-30,449.66,446.75,451.34,445.98,466620.0,0.0144
2011-10-04,436.13,430.3,436.14,423.88,443490.0,-0.0301
2011-10-05,421.18,441.76,442.05,421.17,480140.0,-0.034300000000000004
2011-10-06,431.18,433.92,437.71,428.93,499210.0,0.023700000000000002
2011-10-07,442.64,440.72,442.85,439.88,492870.0,0.026600000000000002
2011-10-10,453.91,445.82,453.92,445.82,506460.0,0.0255
2011-10-11,459.06,462.82,463.05,458.79,682000.0,0.0113
2011-10-12,467.65,461.43,467.68,459.61,618490.0,0.0187
2011-10-13,473.56,474.13,476.64,473.52,620290.0,0.0126
2011-10-14,473.89,473.71,473.91,464.88,554830.0,0.0007000000000000001
2011-10-17,485.38,480.85,485.55,479.48,593600.0,0.0242
2011-10-18,483.43,476.85,486.2,475.0,633760.0,-0.004
2011-10-19,488.17,490.49,491.43,487.15,648990.0,0.0098
2011-10-20,469.98,491.43,493.57,469.95,707640.0,-0.0373
2011-10-21,481.22,480.21,481.25,471.91,538780.0,0.0239
2011-10-24,493.03,489.75,493.03,487.69,570370.0,0.0245
2011-10-25,492.69,496.92,497.85,492.24,659560.0,-0.0007000000000000001
2011-10-26,497.51,488.96,497.51,488.84,532290.0,0.0098
2011-10-27,497.04,502.32,502.83,496.08,604990.0,-0.0009
2011-10-28,490.59,504.69,504.7,486.7,556400.0,-0.013000000000000001
2011-10-31,490.69,492.96,493.71,488.34,508100.0,0.0002
2011-11-01,492.36,487.21,493.09,487.21,511860.0,0.0034000000000000002
2011-11-02,493.49,480.45,493.51,477.87,526150.0,0.0023
2011-11-03,487.91,497.81,497.84,487.9,489930.0,-0.0113
2011-11-04,502.8,497.51,502.8,497.5,562630.0,0.0305
2011-11-07,509.77,506.44,511.06,505.39,540580.0,0.0139
2011-11-08,507.11,514.12,514.13,507.11,604730.0,-0.0052
2011-11-09,509.41,513.1,514.35,505.34,563670.0,0.0045000000000000005
2011-11-10,488.77,495.18,495.64,486.09,611610.0,-0.0405
2011-11-11,500.08,498.57,500.09,491.1,580520.0,0.0231
2011-11-14,510.09,508.39,512.03,508.24,562080.0,0.02
2011-11-15,508.33,510.33,512.4,505.88,575860.0,-0.0034999999999999996
2011-11-16,497.58,513.88,514.12,497.57,595040.0,-0.021099999999999997
2011-11-17,506.54,500.59,506.54,495.39,580650.0,0.018000000000000002
2011-11-18,503.09,498.91,503.11,498.67,573620.0,-0.0068000000000000005
2011-11-21,498.36,504.14,504.96,498.36,621190.0,-0.009399999999999999
2011-11-22,505.69,493.25,505.71,492.97,615140.0,0.0147
2011-11-23,490.49,506.93,506.93,488.54,616800.0,-0.0301
2011-11-24,489.48,488.14,492.98,485.11,562020.0,-0.0021
2011-11-25,479.55,488.9,491.73,475.99,563900.0,-0.0203
2011-11-28,486.36,485.18,487.1,482.55,429700.0,0.014199999999999999
2011-11-29,492.73,492.14,493.32,489.88,505590.0,0.0131
2011-11-30,492.81,493.58,496.53,491.16,534770.0,0.0002
2011-12-01,496.33,504.26,504.39,496.3,685320.0,0.0070999999999999995
2011-12-02,498.33,497.46,498.46,495.73,506760.0,0.004
2011-12-05,505.82,501.99,505.9,500.62,506540.0,0.015
2011-12-06,502.59,508.06,508.31,501.64,614230.0,-0.0064
2011-12-07,505.68,506.42,507.25,504.52,532730.0,0.0060999999999999995
2011-12-08,508.65,507.6,509.6,503.78,565100.0,0.0059
2011-12-09,507.6,504.93,509.99,503.49,555610.0,-0.0021
2011-12-12,515.22,515.06,516.1,512.37,587320.0,0.015
2011-12-13,511.3,512.62,514.95,508.96,710370.0,-0.0076
2011-12-14,508.38,513.17,514.36,506.89,597700.0,-0.005699999999999999
2011-12-15,497.76,505.22,507.2,497.76,627610.0,-0.0209
2011-12-16,504.58,503.63,504.89,500.89,567410.0,0.0137
2011-12-19,477.61,505.7,505.97,460.19,820930.0,-0.0535
2011-12-20,489.61,481.7,489.66,481.69,502910.0,0.025099999999999997
2011-12-21,500.64,500.26,503.13,500.2,622220.0,0.0225
2011-12-22,501.54,503.04,504.62,501.0,594160.0,0.0018
2011-12-23,502.36,506.11,506.56,501.3,629760.0,0.0016
2011-12-26,501.37,506.38,506.76,499.91,537090.0,-0.002
2011-12-27,491.64,502.76,503.0,487.31,691460.0,-0.0194
2011-12-28,495.22,493.12,495.39,492.79,475700.0,0.0073
2011-12-29,500.18,495.04,500.73,494.87,488730.0,0.01
2012-01-02,506.79,504.41,506.83,502.69,433450.0,0.0132
2012-01-03,513.83,509.98,513.85,509.84,590990.0,0.0139
2012-01-04,516.3,517.46,519.48,516.2,652090.0,0.0048
2012-01-05,521.96,520.14,524.37,519.11,654300.0,0.011000000000000001
2012-01-06,518.94,525.04,525.04,515.09,626020.0,-0.0058
2012-01-09,520.28,519.96,520.38,514.34,617370.0,0.0026
2012-01-10,525.74,524.34,526.4,524.13,570050.0,0.0105
2012-01-11,518.58,528.44,528.44,518.33,642150.0,-0.013600000000000001
2012-01-12,520.34,521.3,521.61,516.73,604510.0,0.0034000000000000002
2012-01-13,523.13,522.44,523.69,521.51,508470.0,0.0054
2012-01-16,519.85,519.95,521.81,517.99,476010.0,-0.0063
2012-01-17,519.58,522.91,523.54,519.44,570040.0,-0.0005
2012-01-18,513.2,522.17,522.36,513.18,623840.0,-0.0123
2012-01-19,515.7,516.93,518.08,515.02,549320.0,0.0049
2012-01-20,512.17,517.65,517.96,510.66,562880.0,-0.0068000000000000005
2012-01-25,511.47,513.12,514.63,510.88,472380.0,-0.0014000000000000002
2012-01-26,516.45,514.71,516.95,514.37,503490.0,0.0097
2012-01-27,515.81,518.51,518.65,515.81,539400.0,-0.0012
2012-01-30,510.33,516.97,516.97,510.33,538780.0,-0.0106
2012-01-31,513.99,512.03,514.3,511.52,689350.0,0.0072
2012-02-01,519.25,516.45,519.26,515.91,636590.0,0.0102
2012-02-02,522.08,524.39,524.56,521.14,750590.0,0.0055000000000000005
2012-02-03,522.59,524.5,524.56,520.98,699620.0,0.001
2012-02-06,517.1,526.8,526.82,517.09,695000.0,-0.0105
2012-02-07,519.07,518.91,520.38,517.29,670480.0,0.0038
2012-02-08,520.95,520.72,522.43,519.45,730120.0,0.0036
2012-02-09,524.27,522.82,524.35,520.83,767490.0,0.0064
2012-02-10,528.67,527.54,529.18,522.76,762550.0,0.0084
2012-02-13,533.19,530.85,533.54,528.72,790560.0,0.0085
2012-02-14,535.36,535.38,536.33,534.55,790840.0,0.0040999999999999995
2012-02-15,537.86,538.13,538.14,535.91,910750.0,0.004699999999999999
2012-02-16,535.3,537.7,540.01,534.91,728180.0,-0.0048
2012-02-17,540.14,540.78,541.13,539.65,754470.0,0.009000000000000001
2012-02-20,540.33,543.3,543.4,539.33,882730.0,0.0004
2012-02-21,543.06,542.89,543.31,540.46,885800.0,0.0051
2012-02-22,544.2,544.91,545.43,543.25,966820.0,0.0021
2012-02-23,541.13,543.79,543.86,541.13,877300.0,-0.005600000000000001
2012-02-24,544.14,544.28,544.34,541.75,827880.0,0.005600000000000001
2012-02-27,538.34,545.84,545.86,538.34,677980.0,-0.010700000000000001
2012-02-28,540.35,541.3,541.83,539.13,774490.0,0.0037
2012-02-29,542.3,543.96,544.4,542.24,749240.0,0.0036
2012-03-02,543.97,545.17,545.47,543.05,677960.0,0.0031
2012-03-05,539.74,546.01,546.15,539.13,625850.0,-0.0078000000000000005
2012-03-06,533.62,540.63,541.4,529.42,909280.0,-0.0113
2012-03-07,532.48,525.48,532.98,524.73,829310.0,-0.0021
2012-03-08,535.76,535.97,537.07,535.08,789560.0,0.0062
2012-03-09,539.55,539.42,539.71,536.81,888860.0,0.0070999999999999995
2012-03-12,536.11,541.27,541.33,536.09,771090.0,-0.0064
2012-03-13,538.46,539.0,539.51,537.68,762060.0,0.0044
2012-03-14,538.86,543.15,543.22,538.86,856070.0,0.0007000000000000001
2012-03-15,538.31,540.13,540.87,537.14,819850.0,-0.001
2012-03-16,539.78,540.17,540.42,537.51,760810.0,0.0027
2012-03-19,539.83,541.34,542.49,539.53,810190.0,0.0001
2012-03-20,535.55,541.01,541.64,535.3,787360.0,-0.0079
2012-03-21,533.93,535.78,537.07,533.74,714870.0,-0.003
2012-03-22,527.9,535.2,535.46,527.9,701620.0,-0.0113
2012-03-23,527.47,526.59,528.19,526.27,635630.0,-0.0008
2012-03-26,523.39,530.13,530.6,523.39,663660.0,-0.0077
2012-03-27,521.74,527.63,527.97,521.54,692070.0,-0.0032
2012-03-28,519.56,523.42,524.12,519.56,645890.0,-0.0042
2012-03-29,514.21,519.74,520.12,510.2,797950.0,-0.0103
2012-03-30,519.56,515.33,519.96,514.73,665250.0,0.0104
2012-04-02,521.8,521.87,523.01,521.55,540390.0,0.0043
2012-04-03,515.83,524.42,524.55,515.63,680490.0,-0.011399999999999999
2012-04-04,502.97,516.51,516.63,500.51,675650.0,-0.024900000000000002
2012-04-05,503.34,499.93,503.76,494.54,643230.0,0.0007000000000000001
2012-04-06,503.41,504.29,507.01,502.52,639570.0,0.0001
2012-04-09,486.8,501.29,501.32,486.8,599290.0,-0.033
2012-04-10,484.77,486.34,492.11,481.76,652340.0,-0.0042
2012-04-12,485.71,486.41,487.18,482.74,542660.0,0.0019
2012-04-13,499.46,491.43,499.56,491.43,499130.0,0.028300000000000002
2012-04-16,501.09,496.42,501.35,496.42,500620.0,0.0033
2012-04-17,500.38,502.97,504.15,497.8,539350.0,-0.0014000000000000002
2012-04-18,503.63,507.02,507.02,503.3,518480.0,0.006500000000000001
2012-04-19,501.92,504.1,505.06,500.23,524290.0,-0.0034000000000000002
2012-04-20,497.56,501.13,501.58,496.67,606660.0,-0.0087
2012-04-23,495.02,499.42,500.32,494.94,559980.0,-0.0051
2012-04-24,487.62,490.21,492.5,486.83,558520.0,-0.0149
2012-04-25,483.48,491.13,491.97,483.47,535000.0,-0.0085
2012-04-26,476.62,488.37,489.32,475.27,586790.0,-0.014199999999999999
2012-04-27,479.08,479.44,480.45,476.62,502910.0,0.0052
2012-04-30,478.89,482.48,482.84,476.31,560140.0,-0.0004
2012-05-02,485.54,480.82,485.62,480.76,436050.0,0.0139
2012-05-03,487.44,487.32,488.78,487.09,496710.0,0.0039000000000000003
2012-05-04,490.53,488.52,490.54,487.94,445520.0,0.0063
2012-05-07,487.01,485.83,489.02,485.0,372320.0,-0.0072
2012-05-08,494.6,491.45,494.71,491.33,501100.0,0.015600000000000001
2012-05-09,491.56,494.5,495.39,490.26,468200.0,-0.0060999999999999995
2012-05-10,494.27,492.22,494.59,491.95,490190.0,0.0055000000000000005
2012-05-11,493.66,497.5,498.59,492.41,497840.0,-0.0012
2012-05-14,488.53,495.17,497.17,486.59,500480.0,-0.0104
2012-05-15,480.5,483.63,484.99,473.2,530420.0,-0.016399999999999998
2012-05-16,465.01,478.74,481.19,465.0,484220.0,-0.0322
2012-05-17,468.13,466.73,469.7,464.12,438320.0,0.0067
2012-05-18,448.68,460.85,460.85,448.14,457460.0,-0.0415
2012-05-21,448.89,452.33,454.42,446.35,387670.0,0.0005
2012-05-22,461.45,455.63,461.46,455.63,433500.0,0.027999999999999997
2012-05-23,455.9,461.83,461.96,455.9,440090.0,-0.012
2012-05-24,455.72,458.39,460.88,454.08,456650.0,-0.0004
2012-05-25,462.4,459.93,463.07,459.37,454060.0,0.0147
2012-05-29,470.02,464.34,470.52,464.34,409580.0,0.0165
2012-05-30,469.62,473.29,473.35,468.63,517870.0,-0.0009
2012-05-31,471.94,464.6,471.98,463.51,544650.0,0.0049
2012-06-01,472.13,474.26,476.43,472.13,493190.0,0.0004
2012-06-04,450.84,458.01,460.82,448.94,549330.0,-0.0451
2012-06-05,456.68,456.33,458.01,455.29,677900.0,0.013000000000000001
2012-06-07,466.18,466.75,468.56,466.18,591560.0,0.0208
2012-06-08,461.99,468.65,469.35,461.97,575410.0,-0.009000000000000001
2012-06-11,469.59,467.53,469.6,466.8,582240.0,0.0165
2012-06-12,471.97,465.63,472.18,465.56,585140.0,0.0051
2012-06-13,470.96,476.82,476.84,470.74,638670.0,-0.0021
2012-06-14,472.03,471.56,473.04,471.33,586080.0,0.0023
2012-06-15,467.75,475.23,475.23,467.75,603250.0,-0.0091
2012-06-18,475.26,475.33,476.05,475.2,533560.0,0.0161
2012-06-19,478.36,476.55,478.99,476.31,765870.0,0.006500000000000001
2012-06-20,484.55,482.84,484.69,481.96,584300.0,0.0129
2012-06-21,485.18,486.31,488.38,483.49,623510.0,0.0013
2012-06-22,485.19,479.81,485.2,479.66,635570.0,0.0
2012-06-25,484.44,488.67,488.81,483.76,604900.0,-0.0015
2012-06-26,484.34,482.76,485.39,482.76,633420.0,-0.0002
2012-06-27,483.03,487.2,487.2,480.25,678100.0,-0.0027
2012-06-28,485.91,486.6,487.45,484.14,717330.0,0.006
2012-06-29,489.16,486.69,489.38,485.07,630740.0,0.0067
2012-07-02,490.43,493.61,493.66,490.43,564840.0,0.0026
2012-07-03,493.91,492.76,494.17,492.59,693370.0,0.0070999999999999995
2012-07-04,495.81,496.31,496.97,494.95,719740.0,0.0038
2012-07-05,497.34,497.58,498.22,496.85,687210.0,0.0031
2012-07-06,497.21,499.32,499.43,495.76,697650.0,-0.0003
2012-07-09,495.23,497.06,498.75,495.23,594980.0,-0.004
2012-07-10,492.34,497.23,497.8,491.23,816750.0,-0.0058
2012-07-11,491.93,492.79,494.89,490.56,794560.0,-0.0008
2012-07-12,486.38,493.52,493.99,486.25,721370.0,-0.0113
2012-07-13,484.32,487.61,487.91,468.75,783150.0,-0.0042
2012-07-16,483.5,488.12,488.12,483.5,555350.0,-0.0017000000000000001
2012-07-17,480.61,482.95,483.77,480.41,699340.0,-0.006
2012-07-18,472.88,482.83,483.53,472.88,731990.0,-0.0161
2012-07-19,478.68,478.03,479.87,477.95,614850.0,0.0123
2012-07-20,481.83,481.11,482.72,480.47,623350.0,0.0066
2012-07-23,472.24,480.37,480.37,471.78,621070.0,-0.0199
2012-07-24,468.28,470.49,472.06,464.09,577960.0,-0.0084
2012-07-25,454.72,462.7,462.7,454.72,616220.0,-0.028999999999999998
2012-07-26,457.86,457.61,459.24,456.05,530860.0,0.0069
2012-07-27,464.72,463.76,465.11,463.29,544060.0,0.015
2012-07-30,465.46,468.44,468.85,465.46,393790.0,0.0016
2012-07-31,467.61,466.38,467.61,465.71,490960.0,0.0046
2012-08-01,468.53,467.87,469.19,467.7,371950.0,0.002
2012-08-02,466.63,469.35,470.85,466.03,438760.0,-0.0040999999999999995
2012-08-03,465.28,464.26,465.89,463.44,409760.0,-0.0029
2012-08-06,469.61,470.26,470.57,469.21,438990.0,0.009300000000000001
2012-08-07,471.6,471.0,472.3,470.7,441110.0,0.0042
2012-08-08,471.42,473.78,474.48,471.42,472650.0,-0.0004
2012-08-09,474.05,473.0,474.49,472.71,586240.0,0.005600000000000001
2012-08-10,475.51,475.93,477.4,474.94,513169.99999999994,0.0031
2012-08-13,478.4,478.17,479.27,477.36,486190.0,0.0060999999999999995
