2013,2014,2015,2016,2017,2018,2019,2020,stock_name
,,,43.31325301204819,11.047619047619047,78.97058823529412,84.375,100.83333333333333,3S
10.17191977077364,2.5988286969253296,3.4713508992053534,20.13888888888889,22.40625,200.41666666666666,3.0040733197556007,55.66265060240964,AJ네트웍스
7.638569078947368,17.75094611641737,16.82663467306539,10.957923008057296,9.654458392649152,6.371595330739299,8.302583025830259,2.2806273844849514,AK홀딩스
11.53191489361702,117.44067796610169,33.18446601941748,17.659574468085108,7.448347107438017,94.04255319148936,43.58108108108108,3.8461538461538463,APS홀딩스
,,,,19.462365591397848,15.894039735099337,36.51266766020864,16.589861751152075,AP시스템
9.632616487455197,14.333333333333334,10.730088495575222,18.816067653276956,1708.0,148.93617021276594,109.6078431372549,158.24742268041237,AP위성
4.9779566130160955,7.206701274185937,6.77496393652829,14.673596112311015,55.43933054393305,14.104347826086956,13.09608540925267,25.50877192982456,BGF
,,,,104.69425571340334,23.641456582633054,15.063334474495036,22.877657327889626,BGF리테일
34.83419689119171,41.75977653631285,36.25235404896422,16.697588126159555,84.24242424242425,24.734177215189874,,,BNGT
10.834488067744418,3.759516933578367,4.9313675648195225,6.084099868593955,8.666666666666666,4.677966101694915,2.69277474195507,4.465954606141522,BNK금융지주
8.705510790784306,10.09231990999636,24.9963947507571,17.90902595856156,38.710547612624765,22.81700486640345,5.711709003457087,15.75054784514244,BYC
1.4364820846905537,3.1666666666666665,7.21,,,,,,CBI
24.28844696969697,22.183728813559323,25.455675227837613,21.29705244353707,9.495640427360923,,7.827669902912621,36.11003487020535,CJ
82.95113438045375,79.92338177014531,36.46802443991854,123.84905660377359,942.8181818181819,6.072664359861592,2.335272727272727,1.2090944933631227,CJ CGV
16.228782954135067,14.884962501588916,14.069494777232999,53.757076685537825,10.541349919373417,27.54707870593916,21.897349600336558,54.314329738058554,CJ ENM
46.421267893660534,59.34266585514303,72.07890743550834,59.3672236046925,51.99698568198945,60.213143872113676,100.81541882876205,31.761393630124935,CJ대한통운
14.350282485875706,35.38461538461539,50.070422535211264,22.416107382550337,21.53543307086614,37.75,60.19607843137255,81.12068965517241,CJ씨푸드
35.6927529241529,56.96784073506891,25.930900679053803,18.107775842639075,12.586424233163987,5.855709542370435,22.69861286254729,9.723488301428137,CJ제일제당
21.705426356589147,54.15384615384615,62.622950819672134,85.6234096692112,271.3178294573643,28.76949740034662,35.714285714285715,7.317810704566072,CJ프레시웨이
236.5,542.5,70.02380952380952,451.75,204.25806451612902,77.91071428571429,147.2,,CMG제약
6.173913043478261,23.376623376623378,20.416666666666668,16.38888888888889,17.037037037037038,68.5,3.4732824427480917,3.3859223300970873,CNH
,,,2.7221693625118935,2.5503432494279177,3.304904051172708,0.1269347309802637,11.071428571428571,CNT85
1.853562005277045,5.724381625441696,4.6347482724580455,6.425196850393701,223.07692307692307,56.81818181818182,14.117647058823529,143.0,COWON
1.607391910739191,1.9333333333333333,2.1901840490797544,3.458844133099825,40.283018867924525,10.36697247706422,62.32142857142857,300.55555555555554,CS
21.5,25.295454545454547,146.55882352941177,12.900293255131965,19.133196721311474,177.82608695652175,10.568475452196383,3.8241525423728815,CSA 코스믹
9.685299612013221,12.523393636930756,3.9503026441541893,10.627719080174021,14.772284935772674,11.300054854635217,4.333729601210418,9.523809523809524,CS홀딩스
0.1293800539083558,0.04696132596685083,0.834419817470665,5.9,133.33333333333334,41.57142857142857,24.608695652173914,26.575757575757574,DB
,,,,,,,,DB금융스팩8호
,,,,,,,,DB금융스팩9호
22.195121951219512,16.343490304709142,21.805555555555557,1211.6666666666667,38.691588785046726,3.723323170731707,2.5725255972696246,2.608508809626128,DB금융투자
13.006796344035623,7.341031793641272,11.472188633615477,7.7601837302066965,6.10818573480134,8.249138238440509,5.85016835016835,5.14665794351761,DB손해보험
3.212385099177552,3.0704960835509136,5.8001285347043705,9.965719882468168,5.557737627651218,6.4935064935064934,8.983402489626556,15.096807953950812,DB하이텍
8.382667416994936,7.030338389731622,5.059693007390563,6.492361927144536,6.379406827084499,3.7348858038513213,2.5757575757575757,4.376310272536688,DGB금융지주
,,,,,,,,DI동일
120.20370370370371,4.892061873193948,15.347346786248131,10.670209668025626,5.214533144386711,5.300459948629114,3.8666898914242585,6.55349086181846,DL
5.636246786632391,11.643835616438356,5.911330049261084,3.4447821681864235,2.960526315789474,3.4344860032933426,2.3703112529928174,4.476298252231862,DL건설
,,,,,,,,DL이앤씨
5.492424242424242,2.246603970741902,15.42517006802721,6.645962732919255,40.526315789473685,8.187311178247734,4.270833333333333,4.9243306169965075,DMS
4.303508771929825,6.888592987128273,5.056373580143037,5.217017208413002,7.479035639412998,20.54140127388535,7.353579175704989,55.86776859504132,DRB동일
,,,77.91025641025641,28.624,9.66225165562914,4.208333333333333,6.617977528089888,DSC인베스트먼트
8.680709534368072,9.63356973995272,7.334943639291465,22.842261904761905,7.96242774566474,9.493927125506072,5.402930402930403,10.197132616487455,DSR
27.6984126984127,8.41222879684418,6.124087591240876,24.792703150912107,17.04022988505747,9.922027290448343,6.471215351812367,15.068119891008175,DSR제강
11.002785515320335,9.216459977452086,37.68115942028985,11.958179045959486,4.116438356164384,4.738283852817058,3.676667559603536,4.133499568428119,E1
,,,35.899371069182386,22.923694779116467,14.0,37.56826568265683,18.60902255639098,EDGC
42.822966507177036,43.969849246231156,21.62162162162162,112.73972602739725,126.19047619047619,5.8166058394160585,67.47474747474747,20.985401459854014,EG
14.803030303030303,4.867330016583748,8.90144927536232,38.46913580246913,9.607692307692307,6.523109243697479,310.5,16.342105263157894,EMW
,,,,,,,,ESR켄달스퀘어리츠
16.25,590.7692307692307,500.0,40.95238095238095,542.8571428571429,179.36170212765958,3.6303431667670076,2.148053059477963,ES큐브
,,,,,,,,F&F
,,,,,,,,F&F홀딩스
,,3775.0,65.43715846994536,1784.375,187.5,143.75,105.83333333333333,FSN
14.074468085106384,17.414634146341463,18.990066225165563,10.848137535816619,17.170403587443946,63.41463414634146,16.99019607843137,1081.4,GH신소재
20.23381294964029,19.904458598726116,15.40795684423466,11.979448350459707,20.89093701996928,17.979315831344472,11.538461538461538,15.913461538461538,GKL
