stock_name,2013,2014,2015,2016,2017,2018,2019,2020
뉴프렉스,294.0,171.0,146.0,214.0,300.0,343.0,455.0,439.0
다나와,861.0,758.0,941.0,1385.0,1047.0,1272.0,1822.0,2387.0
다날,154.0,141.0,12.0,24.0,229.0,57.0,434.0,264.0
다믈멀티미디어,0.0,0.0,0.0,0.0,0.0,0.0,53.0,101.0
다보링크,,,,,,,,
다산네트웍스,170.0,155.0,289.0,1926.0,80.0,960.0,51.0,434.0
다스코,657.0,510.0,674.0,866.0,1214.0,1181.0,125.0,531.0
다우기술,,,,2254.0,2648.0,2551.0,4283.0,6370.0
다우데이타,,,,606.0,935.0,863.0,1782.0,2510.0
다원시스,533.0,532.0,656.0,296.0,284.0,329.0,161.0,560.0
다이나믹디자인,388.0,1761.0,141.0,668.0,1217.0,1523.0,189.0,390.0
대교,,,,,,,,
대구백화점,,,,1067.0,2148.0,3904.0,2601.0,2301.0
대덕,,,,,,,,
대덕전자,,,,,,,0.0,170.0
대동,,,,,,,,
대동금속,,,,,,,,
대동기어,83.0,157.0,987.0,3414.0,80.0,234.0,65.0,260.0
대동스틸,60.0,43.0,480.0,435.0,620.0,5.0,32.0,20.0
대동전자,,,,,,,,
대륙제관,128.0,522.0,810.0,912.0,605.0,228.0,337.0,757.0
대림B&Co,,,,,,,,
대림제지,792.0,718.0,1316.0,377.0,73.0,287.0,0.0,0.0
대림통상,475.0,104.0,245.0,21.0,285.0,74.0,765.0,838.0
대명소노시즌,56.0,124.0,53.0,15.0,111.0,42.0,632.0,41.0
대모,,,,,,,235.0,40.0
대보마그네틱,,,,495.0,1508.0,1254.0,0.0,0.0
대봉엘에스,450.0,491.0,645.0,757.0,644.0,561.0,517.0,526.0
대상,2499.0,2575.0,1618.0,1794.0,1467.0,1801.0,2976.0,3473.0
대상홀딩스,777.0,981.0,658.0,773.0,699.0,632.0,2066.0,2360.0
대성미생물,1141.0,5375.0,11975.0,11828.0,4099.0,834.0,650.0,399.0
대성산업,,,,,,,,
대성에너지,454.0,461.0,499.0,508.0,540.0,469.0,474.0,514.0
대성엘텍,444.0,29.0,20.0,20.0,41.0,28.0,100.0,3.0
대성창투,16.0,83.0,86.0,58.0,13.0,40.0,4.0,33.0
대성파인텍,633.0,662.0,790.0,143.0,76.0,95.0,39.0,57.0
대성홀딩스,,,,,,,,
대신밸런스제10호스팩,,,,,,,,
대신밸런스제11호스팩,,,,,,,,
대신밸런스제7호스팩,,,,,,,14.0,4.0
대신밸런스제8호스팩,,,,,,,20.0,7.0
대신밸런스제9호스팩,,,,,,,0.0,3.0
대신정보통신,,,,36.0,43.0,22.0,41.0,39.0
대신증권,304.0,47.0,1336.0,1027.0,1615.0,1961.0,1310.0,2119.0
대아티아이,41.0,70.0,73.0,149.0,99.0,91.0,30.0,99.0
대양금속,960.0,1469.0,1450.0,325.0,751.0,401.0,230.0,45.0
대양전기공업,1596.0,1505.0,1809.0,1737.0,1256.0,1350.0,1334.0,1486.0
대양제지,1747.0,2858.0,8036.0,1492.0,10.0,1439.0,1070.0,376.0
대영포장,70.0,64.0,68.0,101.0,29.0,104.0,100.0,31.0
대우건설,1015.0,322.0,349.0,1791.0,630.0,727.0,508.0,691.0
대우부품,84.0,9.0,29.0,48.0,63.0,24.0,52.0,76.0
대우조선해양,4725.0,4092.0,10964.0,126098.0,7141.0,2998.0,655.0,583.0
대웅,,,,,,,,
대웅제약,5658.0,3056.0,4160.0,2613.0,3060.0,1468.0,2132.0,1196.0
대원,,,,,,,,
대원강업,508.0,200.0,305.0,619.0,351.0,281.0,258.0,104.0
대원미디어,1669.0,130.0,316.0,89.0,507.0,169.0,90.0,339.0
대원산업,,,,,,,,
대원전선,49.0,20.0,50.0,28.0,10.0,18.0,12.0,32.0
대원제약,760.0,924.0,1040.0,1125.0,571.0,1263.0,1368.0,894.0
대원화성,,,,,,,,
대유,,,,,,,,
대유에이텍,,,,,,,,
대유에이피,,,,182.0,813.0,981.0,733.0,530.0
대유플러스,,,,,,,,
대정화금,1691.0,1125.0,1286.0,1244.0,1210.0,1501.0,855.0,1256.0
대주산업,,,,,,,,
대주전자재료,107.0,759.0,579.0,66.0,604.0,27.0,65.0,345.0
대창,,,,,,,,
대창단조,8989.0,9275.0,7858.0,6972.0,6136.0,6003.0,5197.0,1004.0
대창솔루션,43.0,1332.0,286.0,814.0,868.0,116.0,39.0,170.0
대창스틸,,,,,,,,
대한과학,117.0,130.0,217.0,255.0,142.0,242.0,165.0,229.0
대한광통신,739.0,581.0,29.0,268.0,268.0,318.0,159.0,372.0
대한그린파워,430.0,1326.0,1893.0,216.0,311.0,344.0,184.0,156.0
대한뉴팜,136.0,189.0,295.0,0.0,0.0,0.0,0.0,0.0
대한방직,1853.0,10838.0,6627.0,770.0,1808.0,2370.0,3651.0,746.0
대한약품,1297.0,1737.0,2296.0,2943.0,4139.0,4753.0,4694.0,2897.0
대한유화,7442.0,10318.0,32463.0,44062.0,34701.0,41679.0,17218.0,20603.0
대한전선,27375.0,6755.0,179.0,21.0,47.0,3.0,14.0,3.0
대한제강,685.0,37.0,1587.0,1765.0,1370.0,761.0,1340.0,2232.0
대한제당,1302.0,760.0,2255.0,2747.0,1230.0,1124.0,1717.0,2625.0
대한제분,11070.0,21885.0,20293.0,16283.0,30644.0,30882.0,10196.0,12494.0
대한항공,3451.0,10629.0,7968.0,7639.0,8639.0,2148.0,6655.0,1979.0
대한해운,,,,,,,,
대한화섬,4475.0,13015.0,13909.0,0.0,0.0,0.0,0.0,0.0
대현,,,,,,,,
대호에이엘,98.0,494.0,37.0,83.0,184.0,28.0,130.0,24.0
대호특수강,170.0,33.0,51.0,114.0,62.0,29.0,10.0,366.0
대화제약,95.0,6.0,221.0,211.0,716.0,376.0,600.0,116.0
더네이쳐홀딩스,,,,,,,3167.0,6069.0
더블유게임즈,68049.0,163524.0,2527.0,2952.0,2204.0,5279.0,6541.0,6634.0
더블유에스아이,,,,,,,,
더존비즈온,495.0,389.0,720.0,949.0,1350.0,1471.0,1684.0,1724.0
덕산네오룩스,0.0,0.0,0.0,195.0,699.0,784.0,798.0,1389.0
덕산테코피아,,,,,,,696.0,689.0
덕산하이메탈,1218.0,1659.0,676.0,373.0,407.0,609.0,563.0,449.0
덕성,,,,,,,,
덕신하우징,1969.0,1019.0,142.0,1579.0,227.0,223.0,39.0,188.0
덕양산업,41.0,103.0,23.0,98.0,23.0,6.0,425.0,182.0
덕우전자,,,,1790.0,2046.0,192.0,556.0,640.0
데브시스터즈,3633.0,3772.0,90.0,1006.0,1600.0,1814.0,1327.0,591.0
데이타솔루션,,,,,,,,
덱스터,2458.0,747.0,716.0,242.0,1580.0,121.0,318.0,133.0
덴티스,,,,,,,,
덴티움,,,,3256.0,3686.0,3972.0,1714.0,2614.0
도이치모터스,,,,,,,,
도화엔지니어링,163.0,92.0,538.0,38.0,352.0,409.0,519.0,535.0
동구바이오제약,,,,1872.0,1482.0,489.0,1585.0,969.0
동국S&C,45.0,198.0,416.0,289.0,131.0,119.0,171.0,63.0
동국산업,216.0,322.0,398.0,480.0,383.0,204.0,263.0,127.0
동국알앤에스,45.0,97.0,63.0,98.0,137.0,166.0,140.0,173.0
동국제강,1924.0,3708.0,2556.0,656.0,49.0,3157.0,725.0,700.0
동국제약,1890.0,2392.0,3120.0,4626.0,4505.0,5341.0,6407.0,1273.0
동남합성,1949.0,2288.0,3462.0,5866.0,1124.0,4492.0,4926.0,2763.0
동방,,,,,,,,
동방선기,1026.0,146.0,84.0,207.0,275.0,178.0,73.0,70.0
동방아그로,526.0,653.0,491.0,506.0,510.0,529.0,555.0,569.0
동부건설,5435.0,5334.0,12946.0,4602.0,4572.0,3507.0,2814.0,1974.0
동서,,,,,,,,
동성제약,110.0,589.0,23.0,83.0,10.0,258.0,364.0,600.0
동성케미컬,22.0,203.0,508.0,856.0,223.0,73.0,128.0,152.0
동성화인텍,363.0,871.0,531.0,366.0,1162.0,459.0,634.0,808.0
동신건설,954.0,229.0,426.0,690.0,1273.0,117.0,100.0,230.0
동아쏘시오홀딩스,1029.0,397.0,10560.0,29311.0,5311.0,26714.0,3220.0,26725.0
동아에스티,8997.0,4966.0,6192.0,1268.0,639.0,949.0,8404.0,3212.0
동아엘텍,801.0,841.0,945.0,2266.0,1044.0,1563.0,1111.0,943.0
동아지질,186.0,377.0,404.0,1007.0,1514.0,1658.0,1686.0,181.0
동아타이어,,,,0.0,15.0,1178.0,1799.0,971.0
동아화성,933.0,670.0,287.0,953.0,591.0,425.0,684.0,170.0
동양,,,,,,,,
동양고속,2653.0,4419.0,5963.0,2597.0,552.0,464.0,12104.0,6230.0
동양생명,744.0,1592.0,1547.0,118.0,1327.0,351.0,739.0,825.0
동양에스텍,241.0,356.0,196.0,420.0,333.0,25.0,199.0,543.0
동양이엔피,3549.0,1375.0,2295.0,2023.0,1120.0,652.0,3317.0,3138.0
동양철관,108.0,152.0,28.0,176.0,354.0,73.0,15.0,59.0
동양파일,,,,1498.0,412.0,319.0,762.0,330.0
동양피스톤,,,,928.0,906.0,874.0,753.0,580.0
동우팜투테이블,461.0,73.0,366.0,569.0,730.0,705.0,102.0,90.0
동운아나텍,1024.0,1077.0,1450.0,230.0,257.0,675.0,548.0,56.0
동원F&B,9471.0,15350.0,14730.0,13044.0,13313.0,14699.0,17015.0,20194.0
동원개발,,,,,,,,
동원금속,,,,8.0,59.0,260.0,487.0,350.0
동원산업,,,,,,,,
동원수산,2703.0,1912.0,93.0,212.0,1318.0,384.0,1304.0,694.0
동원시스템즈,450.0,92.0,1274.0,2375.0,2759.0,2079.0,1485.0,2003.0
동일고무벨트,1176.0,1618.0,1617.0,1376.0,84.0,791.0,620.0,533.0
동일금속,1075.0,1080.0,1150.0,549.0,581.0,1466.0,2420.0,1032.0
동일기연,,,,,,,,
동일산업,,,,,,,,
동일제강,7471.0,6315.0,578.0,317.0,91.0,0.0,74.0,20.0
동일철강,,,,,,,,
동진쎄미켐,80.0,242.0,443.0,550.0,900.0,928.0,1138.0,1658.0
동화기업,,,,,,,,
동화약품,36.0,177.0,202.0,949.0,1700.0,365.0,330.0,1033.0
두산,5849.0,3129.0,20292.0,9972.0,1909.0,5955.0,21900.0,31092.0
두산밥캣,,,,2089.0,2726.0,2641.0,2716.0,2466.0
두산중공업,772.0,1082.0,10631.0,1777.0,2908.0,4807.0,2620.0,4279.0
두산퓨얼셀,,,,,,,165.0,203.0
두올,,,,817.0,416.0,435.0,374.0,163.0
듀오백,140.0,682.0,307.0,503.0,120.0,292.0,257.0,66.0
드래곤플라이,,,,,,,,
드림시큐리티,,,,,,,,
드림씨아이에스,,,,,,,1032.0,978.0
드림어스컴퍼니,325.0,91.0,20.0,321.0,388.0,420.0,856.0,406.0
드림텍,,,,,,,,
디딤,,,,,,,,
디바이스이엔지,,,,0.0,0.0,0.0,0.0,0.0
디스플레이텍,1604.0,906.0,853.0,226.0,268.0,170.0,316.0,228.0
디씨엠,,,,,,,,
디아이,86.0,105.0,49.0,35.0,639.0,363.0,23.0,203.0
디아이씨,,,,,,,,
디아이티,,,,659.0,733.0,455.0,713.0,81.0
디알젬,,,,579.0,413.0,466.0,485.0,1786.0
디알텍,,,,,,,,
디앤디플랫폼리츠,,,,,,,,
디앤씨미디어,,,,274.0,396.0,410.0,553.0,890.0
디어유,,,,,,,,
디에스케이,,,,,,,,
디에이치피코리아,,,,,,,,
디에이테크놀로지,1181.0,711.0,561.0,660.0,177.0,246.0,1958.0,1989.0
디에이피,1078.0,93.0,412.0,131.0,283.0,403.0,54.0,282.0
디엔에이링크,1418.0,877.0,1530.0,1563.0,46.0,350.0,1151.0,1005.0
디엔에프,1437.0,1038.0,1617.0,0.0,0.0,0.0,0.0,1435.0
디엠티,,,,,,,,
디오,0.0,0.0,0.0,0.0,0.0,0.0,1483.0,759.0
디와이,,,,,,,,
디와이디대양,0.0,0.0,2.0,2622.0,126.0,70.0,51.0,180.0
디와이파워,0.0,92.0,152.0,870.0,2767.0,2311.0,1729.0,2303.0
디와이피엔에프,68.0,362.0,150.0,39.0,260.0,1056.0,2212.0,2716.0
디이엔티,190.0,276.0,468.0,752.0,360.0,1304.0,768.0,778.0
디젠스,306.0,5.0,94.0,106.0,327.0,358.0,91.0,187.0
디지아이,152.0,180.0,25.0,0.0,0.0,0.0,0.0,0.0
디지캡,0.0,0.0,0.0,147.0,397.0,201.0,185.0,164.0
디지탈옵틱,2835.0,580.0,878.0,2515.0,947.0,984.0,165.0,521.0
디지털대성,253.0,268.0,283.0,366.0,376.0,305.0,762.0,445.0
디지틀조선,114.0,97.0,135.0,125.0,142.0,139.0,92.0,49.0
디케이락,704.0,743.0,512.0,332.0,62.0,685.0,1029.0,14.0
디케이앤디,,,,70.0,289.0,570.0,365.0,468.0
디케이티,,,,401.0,2268.0,344.0,966.0,1315.0
디티알오토모티브,2347.0,2194.0,3510.0,3861.0,2637.0,6391.0,7539.0,5320.0
디티앤씨,768.0,1071.0,370.0,242.0,387.0,151.0,345.0,494.0
디피씨,26.0,236.0,371.0,322.0,188.0,303.0,287.0,523.0
딜리,111.0,118.0,195.0,143.0,88.0,89.0,74.0,20.0
딥노이드,,,,,,,,
라닉스,,,,,,,17.0,241.0
라온시큐어,14.0,46.0,22.0,54.0,106.0,117.0,66.0,310.0
라온테크,,,,,,,,
라온피플,,,,,,,989.0,309.0
라이온켐텍,1154.0,650.0,1173.0,1097.0,251.0,104.0,600.0,427.0
라이트론,433.0,550.0,746.0,98.0,449.0,1489.0,276.0,1134.0
라이프시맨틱스,,,,,,,539.0,1187.0
라파스,,,,155.0,767.0,570.0,18.0,542.0
락앤락,830.0,277.0,231.0,867.0,644.0,561.0,302.0,219.0
램테크놀러지,512.0,320.0,181.0,286.0,81.0,131.0,276.0,187.0
랩지노믹스,369.0,663.0,384.0,85.0,404.0,445.0,0.0,3896.0
러셀,,,,,,,,
레고켐바이오,879.0,1201.0,1067.0,1561.0,1300.0,2446.0,1281.0,307.0
레드로버,,,,,,,,
레드캡투어,1893.0,2012.0,1655.0,1384.0,1051.0,1711.0,2699.0,1369.0
레몬,,,,0.0,0.0,0.0,0.0,0.0
레이,,,,,,,1915.0,1188.0
레이언스,1464.0,256.0,1150.0,943.0,893.0,973.0,933.0,122.0
레이크머티리얼즈,,,,,,,,
레인보우로보틱스,,,,,,,428.0,109.0
로보로보,,,,,,,,
로보스타,140.0,276.0,1229.0,864.0,973.0,131.0,463.0,1356.0
로보티즈,,,,122.0,246.0,241.0,221.0,12.0
로스웰,,,,410.0,333.0,141.0,25.0,538.0
로지시스,233.0,244.0,65.0,62.0,71.0,79.0,106.0,50.0
로체시스템즈,506.0,335.0,215.0,335.0,227.0,91.0,80.0,562.0
롯데관광개발,216.0,31.0,1944.0,43.0,74.0,2199.0,213.0,1183.0
롯데렌탈,3290.0,3646.0,1607.0,3568.0,2357.0,2680.0,2692.0,3905.0
롯데리츠,,,,,,,0.0,0.0
롯데손해보험,1.0,39.0,96.0,217.0,540.0,666.0,325.0,87.0
롯데쇼핑,26674.0,17391.0,13393.0,5257.0,5102.0,19786.0,31705.0,27800.0
롯데정밀화학,131.0,2402.0,3685.0,1710.0,3503.0,8438.0,6611.0,7805.0
롯데정보통신,,,,0.0,187.0,2205.0,3720.0,1975.0
롯데제과,,,,0.0,482.0,2192.0,5936.0,6392.0
롯데지주,36044.0,2026.0,53452.0,4911.0,7625.0,2713.0,5028.0,2775.0
롯데칠성,,,,,,,,
롯데케미칼,8546.0,4359.0,29458.0,54488.0,65625.0,46074.0,20860.0,4623.0
롯데푸드,83209.0,43723.0,36713.0,42481.0,74827.0,46757.0,41242.0,77191.0
롯데하이마트,5469.0,4085.0,4515.0,5144.0,6288.0,3620.0,4232.0,1217.0
루멘스,,,,,,,,
루트로닉,52.0,152.0,573.0,542.0,383.0,619.0,826.0,615.0
룽투코리아,137.0,352.0,50.0,125.0,691.0,366.0,67.0,113.0
리노공업,1718.0,2026.0,2160.0,2343.0,2672.0,3219.0,3485.0,3648.0
리노스,83.0,151.0,434.0,82.0,138.0,65.0,11.0,141.0
리더스 기술투자,,,,0.0,0.0,0.0,0.0,0.0
리더스코스메틱,199.0,905.0,1277.0,273.0,346.0,499.0,3208.0,1313.0
리드코프,1304.0,1457.0,1531.0,1237.0,1358.0,1203.0,1552.0,1780.0
리메드,,,,1983.0,146.0,1573.0,832.0,306.0
리파인,,,,,,,,
릭스솔루션,1897.0,46.0,130.0,4.0,144.0,152.0,96.0,300.0
린드먼아시아,,,,280.0,232.0,281.0,313.0,377.0
링네트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
링크제니시스,28361.0,64146.0,39169.0,1215.0,1731.0,226.0,59.0,55.0
마니커,23.0,258.0,189.0,9.0,95.0,88.0,110.0,207.0
마니커에프앤지,,,,,,,337.0,310.0
마이더스AI,0.0,0.0,18.0,278.0,363.0,785.0,0.0,0.0
마이크로디지탈,,,,,,,0.0,0.0
마이크로컨텍솔,653.0,1008.0,421.0,20.0,430.0,529.0,108.0,135.0
마이크로프랜드,,,,535.0,514.0,172.0,429.0,595.0
마인즈랩,,,,,,,,
마크로젠,749.0,344.0,1140.0,487.0,1049.0,353.0,350.0,9002.0
만도,0.0,5071.0,13433.0,21303.0,511.0,2257.0,2360.0,124.0
만호제강,,,,1279.0,1357.0,870.0,350.0,420.0
맘스터치,0.0,0.0,7.0,107.0,121.0,181.0,148.0,244.0
매일유업,,,,0.0,4652.0,7545.0,8206.0,7498.0
매일홀딩스,1703.0,1907.0,2129.0,3175.0,62.0,1930.0,1728.0,154.0
매직마이크로,817.0,848.0,525.0,1031.0,140.0,83.0,244.0,713.0
매커스,302.0,340.0,323.0,109.0,648.0,689.0,368.0,650.0
맥스트,,,,,,,,
맥쿼리인프라,,,,,,,,
맵스리얼티1,,,,,,,,
머큐리,,,,167.0,369.0,1112.0,158.0,556.0
멀티캠퍼스,1090.0,1759.0,1755.0,2176.0,2079.0,2946.0,3162.0,1690.0
메가스터디,6093.0,6159.0,24986.0,98.0,139.0,1915.0,1069.0,1786.0
메가스터디교육,0.0,0.0,3447.0,1359.0,4160.0,3508.0,4035.0,1831.0
메가엠디,5343.0,2648.0,517.0,91.0,134.0,53.0,19.0,224.0
메드팩토,,,,,,,816.0,1249.0
메디아나,559.0,600.0,991.0,927.0,467.0,378.0,786.0,1311.0
메디앙스,358.0,493.0,518.0,246.0,517.0,275.0,2822.0,365.0
메디콕스,,,,47.0,592.0,80.0,76.0,248.0
메디톡스,2633.0,8108.0,7926.0,10673.0,13256.0,13250.0,4830.0,5337.0
메디포스트,141.0,257.0,376.0,1486.0,123.0,259.0,911.0,122.0
메디프론,82.0,345.0,69.0,0.0,0.0,0.0,0.0,100.0
메리츠금융지주,653.0,971.0,1450.0,1799.0,2596.0,2169.0,2797.0,3596.0
메리츠증권,169.0,475.0,812.0,560.0,634.0,708.0,924.0,865.0
메리츠화재,1312.0,1128.0,1600.0,2189.0,3510.0,2122.0,2693.0,3856.0
메이슨캐피탈,,,,42.0,89.0,10.0,37.0,69.0
메지온,114.0,337.0,560.0,1762.0,2000.0,2273.0,2685.0,1595.0
메카로,,,,373.0,3719.0,2888.0,834.0,168.0
메타랩스,777.0,278.0,0.0,9074.0,2134.0,307.0,501.0,319.0
메타바이오메드,167.0,286.0,39.0,30.0,191.0,49.0,237.0,178.0
멕아이씨에스,165.0,10.0,725.0,333.0,363.0,505.0,267.0,3841.0
멜파스,906.0,1551.0,2260.0,0.0,0.0,0.0,554.0,475.0
명문제약,61.0,42.0,897.0,328.0,320.0,41.0,836.0,944.0
명성티엔에스,,,,0.0,1194.0,323.0,79.0,1593.0
명신산업,,,,,,,,
모나리자,162.0,155.0,133.0,149.0,113.0,50.0,66.0,217.0
모나미,373.0,204.0,284.0,299.0,146.0,33.0,65.0,4.0
모다이노칩,1557.0,1600.0,1005.0,926.0,1085.0,694.0,65.0,133.0
모두투어,1335.0,1278.0,1105.0,1430.0,1340.0,695.0,101.0,3703.0
모두투어리츠,,,,0.0,0.0,0.0,0.0,0.0
모바일리더,1288.0,426.0,15.0,26.0,328.0,1503.0,650.0,1848.0
모바일어플라이언스,,,,385.0,104.0,136.0,89.0,84.0
모베이스,,,,,,,,
모베이스전자,494.0,901.0,590.0,597.0,1508.0,507.0,438.0,333.0
모비릭스,,,,,,,0.0,0.0
모비스,,,,,,,,
모아텍,516.0,492.0,126.0,199.0,406.0,114.0,91.0,272.0
모토닉,844.0,743.0,403.0,955.0,571.0,441.0,514.0,679.0
모트렉스,,,,5389.0,4545.0,53.0,1413.0,517.0
모헨즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무림P&P,484.0,156.0,186.0,13.0,585.0,1119.0,162.0,139.0
무림SP,437.0,55.0,76.0,117.0,472.0,505.0,,
무림페이퍼,206.0,943.0,107.0,5.0,641.0,833.0,,
무학,2013.0,2986.0,1041.0,2207.0,1839.0,719.0,849.0,485.0
문배철강,258.0,150.0,316.0,408.0,557.0,262.0,121.0,440.0
미디어젠,,,,0.0,926.0,179.0,142.0,77.0
미래나노텍,119.0,1822.0,30.0,49.0,472.0,295.0,44.0,1076.0
미래산업,,,,,,,,
미래생명자원,0.0,0.0,0.0,626.0,567.0,105.0,58.0,54.0
미래아이앤지,555.0,712.0,22.0,40.0,36.0,105.0,109.0,153.0
미래에셋글로벌리츠,,,,,,,,
미래에셋대우스팩 5호,,,,,,,0.0,19.0
미래에셋대우스팩3호,,,,,,,0.0,0.0
미래에셋맵스리츠,,,,,,,0.0,0.0
미래에셋벤처투자,,,,1917.0,1294.0,855.0,310.0,695.0
미래에셋생명,274.0,1150.0,981.0,543.0,1541.0,760.0,682.0,482.0
미래에셋증권,1638.0,2888.0,2428.0,,,,,
미래컴퍼니,167.0,1073.0,489.0,1080.0,4150.0,2843.0,1660.0,1948.0
미스터블루,,,,,,,,
미원상사,15731.0,11324.0,16383.0,25254.0,32510.0,27885.0,6163.0,10369.0
미원에스씨,,,,0.0,3321.0,6932.0,7559.0,6769.0
미원홀딩스,43293.0,36340.0,44035.0,52139.0,5460.0,4155.0,6591.0,7557.0
미원화학,4526.0,3826.0,5017.0,6008.0,6265.0,3675.0,6719.0,6806.0
미창석유,,,,,,,,
미코,1076.0,0.0,95.0,49.0,303.0,452.0,259.0,379.0
미코바이오메드,,,,,,,,
미투온,,,,126.0,82.0,345.0,356.0,333.0
미투젠,,,,,,,3124.0,3195.0
민앤지,508.0,1321.0,1711.0,913.0,1242.0,1074.0,1380.0,1626.0
바다로19호,35.0,391.0,1934.0,1247.0,299.0,487.0,440.0,222.0
바디텍메드,,,,,,,,
바른손,,,,752.0,36.0,365.0,526.0,802.0
바른손이앤에이,232.0,544.0,48.0,429.0,326.0,1253.0,269.0,111.0
바른전자,84.0,30.0,92.0,27.0,363.0,434.0,5555.0,269.0
바이넥스,170.0,386.0,316.0,142.0,367.0,203.0,273.0,206.0
바이브컴퍼니,,,,,,,164.0,660.0
바이오니아,565.0,992.0,374.0,990.0,539.0,428.0,0.0,0.0
바이오다인,,,,,,,512.0,957.0
바이오로그디바이스,0.0,277179.0,139.0,246.0,127.0,215.0,219.0,589.0
바이오리더스,515.0,1204.0,2057.0,501.0,441.0,1081.0,1622.0,1024.0
바이오솔루션,80.0,496.0,554.0,510.0,296.0,201.0,89.0,226.0
바이오스마트,318.0,54.0,199.0,36.0,276.0,257.0,1108.0,452.0
바이오톡스텍,8.0,395.0,274.0,73.0,96.0,250.0,109.0,179.0
바이오플러스,,,,27.0,64.0,407.0,932.0,778.0
바이온,653.0,254.0,88.0,89.0,244.0,273.0,443.0,110.0
바이옵트로,2261.0,6574.0,801.0,162.0,801.0,135.0,148.0,115.0
바이젠셀,,,,,,,,
바텍,388.0,659.0,1433.0,1667.0,5324.0,1835.0,2281.0,1630.0
박셀바이오,,,,,,,286.0,585.0
방림,,,,,,,,
배럴,,,,681.0,732.0,598.0,883.0,789.0
백광산업,1263.0,1123.0,369.0,61.0,153.0,524.0,373.0,232.0
백금T&A,986.0,188.0,188.0,160.0,202.0,311.0,119.0,336.0
백산,246.0,120.0,604.0,922.0,380.0,646.0,288.0,665.0
버킷스튜디오,72.0,12.0,16.0,785.0,65.0,787.0,119.0,159.0
범양건영,43410.0,1754.0,2768.0,228.0,46.0,222.0,794.0,442.0
베노홀딩스,855.0,142.0,477.0,192.0,340.0,325.0,128.0,685.0
베뉴지,4483.0,3255.0,9864.0,3367.0,449.0,582.0,89.0,216.0
베셀,349.0,2165.0,1625.0,379.0,452.0,118.0,1058.0,95.0
베스파,,,,1082.0,1738.0,20868.0,981.0,5938.0
베트남개발1,,,,,,,,
벽산,189.0,330.0,472.0,381.0,186.0,136.0,48.0,27.0
보광산업,,,,,,,,
보라티알,,,,4877.0,1265.0,715.0,503.0,233.0
보락,60.0,174.0,14.0,253.0,21.0,18.0,11.0,7.0
보령제약,1724.0,2641.0,2484.0,132.0,1334.0,483.0,698.0,554.0
보성파워텍,62.0,156.0,18.0,11.0,206.0,131.0,18.0,36.0
보해양조,60.0,74.0,104.0,75.0,111.0,288.0,180.0,14.0
본느,5613.0,4302.0,21008.0,,,,,
부광약품,660.0,734.0,772.0,367.0,267.0,3019.0,119.0,115.0
부국증권,443.0,1552.0,2513.0,2815.0,3797.0,3194.0,3070.0,6784.0
부국철강,173.0,154.0,137.0,158.0,116.0,104.0,92.0,40.0
부방,,,,,,,,
부산가스,,,,,,,,
부산산업,4121.0,2740.0,4604.0,5326.0,2962.0,2868.0,3684.0,2333.0
부산주공,354.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0
부스타,512.0,470.0,600.0,746.0,552.0,355.0,416.0,650.0
뷰노,,,,,,,666.0,1245.0
뷰웍스,946.0,1048.0,1589.0,2701.0,1971.0,2095.0,2457.0,2395.0
브랜드엑스코퍼레이션,,,,,,,537.0,416.0
브레인즈컴퍼니,,,,,,,,
브리지텍,532.0,319.0,530.0,664.0,304.0,79.0,266.0,74.0
브릿지바이오테라퓨틱스,,,,,,,,
브이원텍,,,,1435.0,1665.0,2062.0,442.0,379.0
브이티지엠피,19.0,60.0,1184.0,1270.0,747.0,276.0,103.0,34.0
블루베리 NFT,25.0,104.0,183.0,124.0,165.0,684.0,30.0,1875.0
블루콤,,,,,,,,
비나텍,296.0,165.0,196.0,160.0,1416.0,704.0,1077.0,1003.0
비덴트,76.0,127.0,434.0,0.0,0.0,0.0,258.0,592.0
비디아이,,,,950.0,555.0,103.0,8.0,6049.0
비보존 헬스케어,72.0,34.0,256.0,47.0,158.0,151.0,9.0,334.0
비비씨,,,,,,,1957.0,1831.0
비비안,766.0,27.0,1380.0,606.0,261.0,907.0,344.0,3168.0
비상교육,1092.0,880.0,1374.0,2092.0,1477.0,199.0,921.0,1212.0
비씨월드제약,18875.0,919.0,995.0,1019.0,1156.0,1128.0,776.0,548.0
비아트론,374.0,188.0,663.0,1116.0,1004.0,2021.0,396.0,1235.0
비에이치,,,,,,,,
비에이치아이,1271.0,737.0,2619.0,398.0,316.0,1140.0,568.0,174.0
비엠티,479.0,535.0,317.0,129.0,397.0,861.0,661.0,492.0
비올,,,,,,,,
비즈니스온,,,,346.0,683.0,555.0,462.0,326.0
비츠로셀,,,,1031.0,63.0,785.0,936.0,656.0
비츠로시스,,,,31.0,27.0,496.0,2513.0,86.0
비츠로테크,,,,410.0,1664.0,298.0,746.0,825.0
비케이탑스,4398.0,5535.0,283.0,77.0,239.0,123.0,9164.0,4861.0
비투엔,,,,,,,,
비트나인,,,,,,,,
비트컴퓨터,28.0,80.0,282.0,253.0,218.0,14.0,431.0,394.0
비피도,,,,0.0,0.0,0.0,387.0,137.0
빅솔론,1799.0,1368.0,2099.0,1569.0,1005.0,809.0,570.0,422.0
