기업,연도,부채비율,매출액증가율,영업이익증가율,당기순이익증가율,매출액_상태,영업이익_상태,당기순이익_상태,ROA,ROE,현재_주가,미래_주가,배당금,PER
APS홀딩스,2016,36.54994815137494,47.17448608363272,62.42670274771773,71.60400631107147,흑자지속,흑자지속,흑자지속,4.853896069722997,17.363034839272235,20750.0,7210.0,0.0,17.659574468085108
APS홀딩스,2017,79.07232415687042,-589.7238863520079,10982.708070014558,95.89865855374896,흑자지속,적자전환,흑자지속,289.1158273025659,343.44846845604854,7210.0,4420.0,0.0,7.448347107438017
APS홀딩스,2018,83.18728029650451,-183.16567475625328,91.79206355983142,-57336.12774088738,흑자지속,적자지속,흑자지속,0.411973272161218,0.5570874134935677,4420.0,6450.0,0.0,94.04255319148936
APS홀딩스,2019,72.14638716285852,-22.741289765976,65.83516929275913,125.35784785337178,흑자지속,적자지속,적자전환,-1.545485685659217,-2.043201662634522,6450.0,9800.0,0.0,43.58108108108108
APS홀딩스,2020,60.51498226743656,8.658449887793223,2.732094586147669,90.06439949481751,흑자지속,적자지속,적자지속,-16.826245714784253,-24.28775456574333,9800.0,,0.0,3.8461538461538463
AP시스템,2013,,,,,,,,,,41700.0,41700.0,,
AP시스템,2014,,,,,,,,,,41700.0,41700.0,,
AP시스템,2015,,,,,,,,,,41700.0,41700.0,,
AP시스템,2016,,,,,,,,,,41700.0,27150.0,0.0,
AP시스템,2017,19.12039878010036,100.0,100.0,100.0,흑자전환,흑자전환,흑자전환,4.078378599162973,42.65997426170383,27150.0,28800.0,0.0,19.462365591397848
AP시스템,2018,25.27753677337385,-34.74783634479162,42.8235183348932,24.33481697074561,흑자지속,흑자지속,흑자지속,5.992350199143401,25.75440160497135,28800.0,24500.0,150.0,15.894039735099335
AP시스템,2019,27.109773793801555,-54.57133538249992,-60.94784835748902,-166.91100696173137,흑자지속,흑자지속,흑자지속,2.245186577607907,8.571283146245007,24500.0,28800.0,50.0,36.51266766020864
AP시스템,2020,37.2081923714678,21.91932961512237,38.57288465841858,62.11991869901625,흑자지속,흑자지속,흑자지속,6.719638508698428,19.780227889923157,28800.0,,120.0,16.589861751152075
AP위성,2013,69.93459765145629,,,,흑자지속,흑자지속,흑자지속,32.85852806957538,,10750.0,10750.0,0.0,9.632616487455197
AP위성,2014,79.200060161898,-13.5596427913886,-44.58001113988399,-48.703455342593664,흑자지속,흑자지속,흑자지속,19.32063047277677,27.532338531676093,10750.0,9700.0,0.0,14.333333333333334
AP위성,2015,89.2431603585146,5.200793183454932,4.681105372964782,20.04845967024451,흑자지속,흑자지속,흑자지속,20.917894161172523,26.511953501915325,9700.0,8900.0,0.0,10.730088495575222
AP위성,2016,93.82712176434744,-46.50857940422468,-454.8935987372718,-47.90487710195355,흑자지속,흑자지속,흑자지속,6.92539715093212,10.071298328488638,8900.0,8540.0,0.0,18.81606765327696
AP위성,2017,79.1121907481518,17.160864730822624,40.4176542977637,-8988.837644978279,흑자지속,흑자지속,흑자지속,0.063173883925469,0.0805259134144006,8540.0,7000.0,0.0,1708.0
AP위성,2018,81.74274130981132,29.86713928290513,-208.8643721010584,109.85664458668003,흑자지속,흑자지속,적자전환,-0.6667175280264935,-0.8128799387101386,7000.0,5590.0,0.0,148.93617021276594
AP위성,2019,80.14140642248513,6.153793642228489,87.63185225761195,193.1390745448504,흑자지속,흑자지속,흑자전환,0.6953329640400183,0.8716530318484796,5590.0,15350.0,70.0,109.6078431372549
AP위성,2020,70.86717064871722,-0.6034133622894362,-62.78018200487657,152.4238260934007,흑자지속,흑자지속,적자전환,-1.2074969614217808,-1.679105986114442,15350.0,,0.0,158.24742268041237
BGF,2013,17.498639375548738,,,,흑자지속,흑자지속,흑자전환,6.039318623050688,,14227.0,30542.0,400.0,4.977956613016096
BGF,2014,42.741547280365324,7.066137070608771,15.378185941357197,30.96413120379336,흑자지속,흑자지속,흑자지속,7.580842606948579,26.18355775372426,30542.0,42269.0,600.0,7.206701274185937
BGF,2015,47.71273252577463,22.29391607805672,32.401853140206114,33.612423955846,흑자지속,흑자지속,흑자지속,9.425209769155234,22.71373735219842,42269.0,54351.0,1200.0,6.77496393652829
BGF,2016,49.13227762731854,-4811.274964021323,-1701.4292262125068,17.21269321706976,흑자지속,흑자지속,흑자지속,9.627612102590346,21.51887870611629,54351.0,13250.0,800.0,14.673596112311015
BGF,2017,84.51406870577213,29.027577648009235,6.927711837462599,94.72196128110753,흑자지속,흑자지속,흑자지속,407.6214314896464,419.5624116673407,13250.0,8110.0,200.0,55.43933054393305
BGF,2018,93.28362901433536,43.63110073254358,62.84276130950799,-7309.99601481953,흑자지속,흑자지속,흑자지속,2.905136014982552,4.212886064378077,8110.0,3680.0,35.0,14.104347826086956
BGF,2019,92.20899118989313,-65.37798909768115,-11.82991877227072,-169.5063380399509,흑자지속,흑자지속,흑자지속,1.0568050841101555,1.1508087877812263,3680.0,7270.0,110.0,13.09608540925267
BGF,2020,92.6966014458854,13.598521537464398,-80.01168897541633,2.0449799890159155,흑자지속,흑자지속,흑자지속,1.078332313414209,1.1666485858222635,7270.0,,110.0,25.50877192982456
BGF리테일,2013,,,,,,,,,,194000.0,194000.0,,
BGF리테일,2014,,,,,,,,,,194000.0,194000.0,,
BGF리테일,2015,,,,,,,,,,194000.0,194000.0,,
BGF리테일,2016,,,,,,,,,,194000.0,169500.0,0.0,
BGF리테일,2017,30.425830221566297,100.0,100.0,100.0,흑자전환,흑자전환,흑자전환,2.1907813116366817,14.400798898061437,169500.0,211000.0,1000.0,104.69425571340334
BGF리테일,2018,35.18643602697728,83.74727145244447,86.00836656070294,81.85061504023008,흑자지속,흑자지속,흑자지속,10.399969999128066,33.875746212018534,211000.0,132000.0,2680.0,23.64145658263305
BGF리테일,2019,28.65920817094308,2.862494842192344,3.6143265705289447,-1.8560471386705493,흑자지속,흑자지속,흑자지속,6.968159364763195,26.45853449239804,132000.0,162500.0,2700.0,15.063334474495036
BGF리테일,2020,29.387518751681164,3.80506306680436,-21.21957441476416,-23.36035371032072,흑자지속,흑자지속,흑자지속,5.175136671991752,18.600737579817583,162500.0,,2400.0,22.877657327889622
BNGT,2013,34.355260438939084,,,,흑자지속,적자전환,적자전환,-15.117118556636882,,6723.0,7475.0,,34.83419689119171
BNGT,2014,29.20347846716784,-19.179577741319992,-92.18149734989196,13.312371030871777,흑자지속,적자지속,적자지속,-23.05869270508072,-61.79413381316443,7475.0,38500.0,,41.75977653631285
BNGT,2015,31.51041879964477,-18.556050745571127,79.88910566497462,28.118786795873856,흑자지속,적자지속,적자지속,-36.572902621674245,-112.87046317221764,38500.0,9000.0,,36.25235404896422
BNGT,2016,39.53178375938722,-17.870754912664776,-116.54933030503244,-68.30654336733845,흑자지속,적자지속,적자지속,-20.40344927437887,-59.03888985063895,9000.0,13900.0,,16.697588126159555
BNGT,2017,62.61965313157405,1.097515687376165,-652.8055149313066,-164.86258974104214,흑자지속,적자지속,적자지속,-6.214198578331501,-13.150460532360974,13900.0,9770.0,,84.24242424242425
BNGT,2018,35.299838982440185,-6.708257854710063,96.97697550582993,61.17272688787588,흑자지속,적자지속,적자지속,-11.06048101651913,-28.15275258558881,9770.0,4075.0,,24.734177215189877
BNGT,2018,35.299838982440185,-0.6175360635088739,-21.06394377213401,-0.0,흑자지속,적자지속,적자지속,-11.06048101651913,-31.332950334479253,9770.0,4075.0,,24.734177215189877
BNGT,2019,53.84812173473063,4.21478789746836,-35.09655449199715,68.8980713887543,흑자지속,적자지속,적자지속,-44.28344378550687,-90.55450627658831,4075.0,4075.0,,
BNGT,2020,54.59453543933003,5.681796224460649,-125.98461361427375,-180.98993041094036,흑자지속,적자지속,적자지속,-15.79007455164031,-29.093764512273,4075.0,,,
BNK금융지주,2013,,,,,,,,,,14074.0,14320.0,280.0,10.834488067744418
BNK금융지주,2014,,,,,,,,,,14320.0,9700.0,200.0,3.759516933578367
BNK금융지주,2015,,,,,,,,,,9700.0,9260.0,150.0,4.9313675648195225
BNK금융지주,2016,,,,,,,,,,9260.0,10400.0,230.0,6.084099868593955
BNK금융지주,2017,,,,,,,,,,10400.0,6900.0,230.0,8.666666666666666
BNK금융지주,2018,,,,,,,,,,6900.0,4435.0,300.0,4.677966101694915
BNK금융지주,2019,,,,,,,,,,4435.0,6690.0,360.0,2.69277474195507
BNK금융지주,2020,,,,,,,,,,6690.0,,320.0,4.465954606141522
BYC,2013,66.25328169744881,,,,,,,2.9542903363809754,,215000.0,305000.0,750.0,8.705510790784306
BYC,2014,60.06521620553672,-3.130917027143466,9.975072255798576,18.559018525413904,흑자지속,흑자지속,흑자지속,3.131259543558755,5.340952910184376,305000.0,520000.0,800.0,10.09231990999636
BYC,2015,54.68354088353144,2.901377480785853,-32.04175813679676,-44.77893417473435,흑자지속,흑자지속,흑자지속,1.902937158264812,3.5392887552633034,520000.0,376000.0,850.0,24.9963947507571
BYC,2016,53.73003456976251,14.000737921787632,-30.80358286719861,24.996082358668133,흑자지속,흑자지속,흑자지속,2.3932910064897737,4.54507346784437,376000.0,287000.0,800.0,17.90902595856156
BYC,2017,53.54328561998795,-8.192295719340947,6.122160989520785,-183.3921109260896,흑자지속,흑자지속,흑자지속,0.830016660530705,1.5609026585978374,287000.0,248500.0,850.0,38.710547612624765
BYC,2018,55.17147839397716,1.0351917580776284,19.388472361312783,31.916486635649928,흑자지속,흑자지속,흑자지속,1.2313192305217444,2.254115851645954,248500.0,190000.0,1000.0,22.81700486640345
BYC,2019,62.5937724016845,-15.988750196855444,8.749651821128568,67.28035322536523,흑자지속,흑자지속,흑자지속,4.004847449626627,6.602810878172368,190000.0,345000.0,1100.0,5.711709003457087
BYC,2020,66.65362792786522,-5.390749977756023,-1.97355908857298,-51.97574497374096,흑자지속,흑자지속,흑자지속,2.6924139153740345,4.12293456101937,345000.0,,1100.0,15.75054784514244
CBI,2013,45.51711364160532,,,,흑자지속,흑자지속,흑자지속,2.4425025409022747,,441.0,494.0,50.0,1.4364820846905535
CBI,2014,46.5742083738844,-0.8589532834798096,9.374222309489165,-56.29289430621712,흑자지속,흑자지속,흑자지속,1.584943438705413,3.418144424826307,494.0,721.0,50.0,3.1666666666666665
CBI,2015,51.48938021355976,-16.391019468549807,-53.865398247370536,-62.21193122222702,흑자지속,흑자지속,흑자지속,0.9705565316452838,1.9857417012441945,721.0,620.0,50.0,7.21
CBI,2016,55.35039765932763,-0.7850053068571753,-435.3527241765466,-35.66529539797651,흑자지속,흑자지속,흑자지속,0.6944757535329398,1.3186235232521306,620.0,482.0,0.0,
CBI,2017,59.84002908750499,5.835095021113728,146.7490764560483,145.38069754170198,흑자지속,적자전환,적자전환,-1.6457626610966605,-2.7575207109891897,482.0,511.0,0.0,
CBI,2018,59.52374157086384,-1.7735227431736171,303.4357417592401,549.6332985377984,흑자지속,흑자전환,흑자전환,0.347510190055659,0.5974192855809759,511.0,382.0,0.0,
CBI,2019,53.764714571052885,1.34970392779933,55.26619742825617,59.337619324724415,흑자지속,흑자지속,흑자지속,0.7508303377132586,1.4158680160847452,382.0,2880.0,0.0,
CBI,2020,44.79550792769198,-32.3598557618031,109.84463722821135,110.1367492417609,흑자지속,적자전환,적자전환,-6.8328304968627975,-14.47749400334845,2880.0,,0.0,
CJ,2013,38.87660497534135,,,,흑자지속,흑자전환,흑자전환,1.458202137160006,,128243.0,163605.0,950.0,24.28844696969697
CJ,2014,39.366938679957705,3.681745810145369,21.6376208864026,36.57347327723496,흑자지속,흑자지속,흑자지속,2.207674402834684,5.756757731545956,163605.0,184350.0,950.0,22.183728813559323
CJ,2015,41.861454691031454,7.532612187177666,18.13489694704073,7.708438499195523,흑자지속,흑자지속,흑자지속,2.338987311827809,5.821643961932591,184350.0,166905.0,1350.0,25.455675227837613
CJ,2016,41.66835023116301,11.636750502645112,2.2015064026409026,3.283093602501556,흑자지속,흑자지속,흑자지속,2.1097077935985324,5.396589882144691,166905.0,154646.0,1350.0,21.29705244353707
CJ,2017,40.89347710421438,10.94630424335874,5.50864013678518,49.915693984111854,흑자지속,흑자지속,흑자지속,3.879671118078869,9.788334732750055,154646.0,126500.0,1450.0,9.495640427360923
CJ,2018,39.46419277473486,8.890684453185868,0.4893050888193336,-29.28331262477071,흑자지속,흑자지속,흑자지속,2.7735259891743547,7.179799542632015,126500.0,64500.0,1450.0,
CJ,2019,36.19264748059922,12.60008332875794,11.707172008583528,-171.7451898894518,흑자지속,흑자지속,흑자지속,0.8019610537285738,2.38673447976962,64500.0,93200.0,1850.0,7.827669902912621
CJ,2020,38.46655718114451,-5.564542609051284,-8.545704202866279,-58.74041099154454,흑자지속,흑자지속,흑자지속,0.5097013767490017,1.359539394543764,93200.0,,2000.0,36.11003487020535
CJ CGV,2013,34.44696363698242,,,,흑자지속,흑자지속,흑자지속,1.1037228590459058,,47531.0,60502.0,350.0,82.95113438045375
CJ CGV,2014,31.17165201019647,11.870177931106616,1.0884181918074072,24.269916162773235,흑자지속,흑자지속,흑자지속,1.2765644781323209,4.162019452174478,60502.0,89529.0,350.0,79.92338177014531
CJ CGV,2015,31.403588361266333,12.921514781412055,22.14768863371849,69.31018602161652,흑자지속,흑자지속,흑자지속,3.682284828449653,12.482642966791406,89529.0,72204.0,350.0,36.46802443991854
CJ CGV,2016,36.21412786899032,16.668168154619284,4.88699718670517,-828.5377607317546,흑자지속,흑자지속,흑자지속,0.2211708226548878,0.8232937749229811,72204.0,62226.0,350.0,123.8490566037736
CJ CGV,2017,31.611003367554424,16.45729337664224,18.44342022532985,43.98710933301154,흑자지속,흑자지속,흑자지속,0.4079657473685485,1.1820401347914893,62226.0,40365.0,350.0,942.818181818182
CJ CGV,2018,24.63002999489633,3.106739377022372,-10.98508930380402,105.32317329815328,흑자지속,흑자지속,적자전환,-8.438916351835182,-28.395955667787288,40365.0,16055.0,200.0,6.072664359861592
CJ CGV,2019,13.286995368867617,8.903089224017325,36.29310139429598,21.137378326702525,흑자지속,흑자지속,적자지속,-5.284546224377695,-41.5281056598636,16055.0,27600.0,0.0,2.335272727272727
CJ CGV,2020,6.6106675341567485,-232.89913341547955,131.38354859325764,68.19319552502215,흑자지속,적자전환,적자지속,-17.260003076255582,-169.10070969135532,27600.0,,0.0,1.2090944933631227
CJ ENM,2013,38.57447893222242,,,,흑자지속,흑자전환,흑자전환,5.494509622419072,,359500.0,234200.0,2000.0,16.228782954135067
CJ ENM,2014,40.15662265612032,3.509215340655045,-10.138022131223504,-57.42502517814263,흑자지속,흑자지속,흑자지속,3.354400988702284,8.686804131632215,234200.0,198000.0,2500.0,14.884962501588916
CJ ENM,2015,45.18154084460531,-12.834677295085998,-11.82276571729886,5.562818334933823,흑자지속,흑자지속,흑자지속,3.748655512952946,8.562335273886651,198000.0,208900.0,2500.0,14.069494777233
CJ ENM,2016,49.49490992371805,-4.5281795754201815,-17.204011023219806,-243.79331390384985,흑자지속,흑자지속,흑자지속,1.1832939621075047,2.4019822092871235,208900.0,228800.0,2500.0,53.75707668553783
CJ ENM,2017,52.9693170461024,2.274798831936065,20.314094465323453,77.28481650647277,흑자지속,흑자지속,흑자지속,5.119602424123549,10.07673565670557,228800.0,228200.0,3000.0,10.541349919373417
CJ ENM,2018,50.71316871580471,34.04938857345204,10.570993965642774,22.135075415280035,흑자지속,흑자지속,흑자지속,2.727170767539812,7.504206283331495,228200.0,104100.0,1200.0,27.54707870593916
CJ ENM,2018,50.71316871580471,-45.18102330495537,-37.86835137219127,0.0,흑자지속,흑자지속,흑자지속,2.727170767539812,5.377638267533244,228200.0,104100.0,1200.0,27.54707870593916
CJ ENM,2019,57.993506668592346,37.71643119012087,32.41287432177165,-214.2818474220204,흑자지속,흑자지속,흑자지속,1.078506827768699,1.7823026036339185,104100.0,141000.0,1400.0,21.89734960033656
CJ ENM,2020,60.27433750865935,-11.75223598869387,0.9860374083895606,10.686743889823042,흑자지속,흑자지속,흑자지속,1.0450695756294943,1.8921385107352715,141000.0,,1600.0,54.31432973805856
CJ대한통운,2013,48.781594702095695,,,,흑자지속,흑자지속,적자전환,-1.3032053279294165,,113500.0,195000.0,0.0,46.42126789366053
CJ대한통운,2014,50.20322971527476,16.77691872923935,61.58872435259848,201.0249556503755,흑자지속,흑자지속,흑자전환,1.3086863920583296,2.625456979706304,195000.0,190000.0,0.0,59.34266585514303
CJ대한통운,2015,52.69882970588866,9.80423280711682,10.47733329231398,-21.36970065162815,흑자지속,흑자지속,흑자지속,1.0884151424531892,2.105767654025469,190000.0,167000.0,0.0,72.07890743550834
CJ대한통운,2016,49.2620859612386,16.872548671992554,18.302377320216888,20.99163079742476,흑자지속,흑자지속,흑자지속,1.130753495155425,2.4443916539979478,167000.0,138000.0,0.0,59.3672236046925
CJ대한통운,2017,43.90359120155557,14.463980047508633,3.058301115150069,-14.433455229547116,흑자지속,흑자지속,흑자지속,0.8618961658685611,1.9842818937037388,138000.0,169500.0,0.0,51.99698568198945
CJ대한통운,2018,39.78790458031185,22.87811681234703,2.899004620057785,18.650760416742813,흑자지속,흑자지속,흑자지속,0.8464066063786799,2.2612665386801627,169500.0,136000.0,0.0,60.21314387211368
CJ대한통운,2019,40.12336781868094,11.477826988644413,20.99683835474429,-30.871012971388645,흑자지속,흑자지속,흑자지속,0.5586143272917304,1.4998521029480405,136000.0,180500.0,0.0,100.81541882876203
CJ대한통운,2020,41.89290918640426,3.394993114231162,5.579194436054911,64.31867994374089,흑자지속,흑자지속,흑자지속,1.4789573983197932,3.7068165186149575,180500.0,,0.0,31.76139363012493
CJ씨푸드,2013,54.78733900653536,,,,흑자지속,흑자지속,흑자지속,7.8895032077427905,,2540.0,3220.0,0.0,14.350282485875706
CJ씨푸드,2014,46.7724853816274,1.291080463171494,-11.51226306429111,-95.91245082584048,흑자지속,흑자지속,흑자지속,3.2338997896008803,7.125553083831323,3220.0,3555.0,0.0,35.38461538461539
CJ씨푸드,2015,53.4334422392655,3.3246340891615267,-14.348016713744563,-28.21866592227813,흑자지속,흑자지속,흑자지속,2.726615265114401,5.24363404483697,3555.0,3340.0,0.0,50.070422535211264
CJ씨푸드,2016,46.170191546115895,6.919123185846201,3.623949236247483,52.49590033454202,흑자지속,흑자지속,흑자지속,4.48720212771333,10.204770453012806,3340.0,2735.0,0.0,22.416107382550337
CJ씨푸드,2017,49.95535856409884,-5.532441852255208,10.681418037038029,-17.057538215281884,흑자지속,흑자지속,흑자지속,3.818198563590673,7.959281554057264,2735.0,2265.0,0.0,21.53543307086614
CJ씨푸드,2018,48.82175470636723,-9.241104495298408,-58.64942119509515,-113.03353402216214,흑자지속,흑자지속,흑자지속,1.7030464037051698,3.537348357522584,2265.0,3070.0,0.0,37.75
CJ씨푸드,2019,50.5342887528692,-1.028454498296263,-11.721432727919098,-17.869990030551467,흑자지속,흑자지속,흑자지속,1.435447005225948,2.8987726163490937,3070.0,4705.0,0.0,60.19607843137255
CJ씨푸드,2020,48.66501129586863,-0.0800245037787876,6.624280688371091,13.18391102302179,흑자지속,흑자지속,흑자지속,1.5558373552694909,3.2340370233592277,4705.0,,0.0,81.12068965517241
CJ제일제당,2013,37.007057362138056,,,,흑자지속,흑자지속,흑자지속,0.5464389183833906,,296000.0,372000.0,1800.0,35.6927529241529
CJ제일제당,2014,36.98762533179717,7.298699228494271,40.427486684084016,48.45055165231643,흑자지속,흑자지속,흑자지속,1.030084069045602,2.824110449816432,372000.0,347500.0,2000.0,56.96784073506891
CJ제일제당,2015,39.16172993747264,9.460154651521114,22.82145529343605,45.65653027888612,흑자지속,흑자지속,흑자지속,1.844679459890315,4.908833496573788,347500.0,353500.0,2500.0,25.930900679053803
CJ제일제당,2016,38.43958627803684,11.25287374464332,10.931743696418556,28.251263227489844,흑자지속,흑자지속,흑자지속,2.242441969436449,6.177838602161541,353500.0,329500.0,2500.0,18.107775842639075
CJ제일제당,2017,36.42286109139347,11.615564503527244,-8.635730249865126,14.353032206380062,흑자지속,흑자지속,흑자지속,2.4472060175130697,6.764775062644178,329500.0,324500.0,3000.0,12.586424233163989
CJ제일제당,2018,37.48373345757007,11.745468237873908,6.7411776695090175,55.39195837856771,흑자지속,흑자지속,흑자지속,4.746307323460184,13.75831288004608,324500.0,216000.0,3500.0,5.855709542370435
CJ제일제당,2019,36.077824511095606,16.474257995545173,7.152548350322616,-384.42487865266753,흑자지속,흑자지속,흑자지속,0.7268786399377913,2.275542603132521,216000.0,416000.0,3500.0,22.69861286254729
CJ제일제당,2020,39.69421284286888,7.808647944870456,34.0328106305415,75.70929556969702,흑자지속,흑자지속,흑자지속,3.070548369950512,8.005178780604727,416000.0,,4000.0,9.723488301428135
CJ프레시웨이,2013,30.66589481204372,,,,흑자지속,흑자지속,,,,28000.0,52800.0,0.0,21.705426356589147
CJ프레시웨이,2014,29.017435798018315,-4.548266637721577,68.8752167911824,,흑자지속,흑자지속,,,,52800.0,57300.0,200.0,54.15384615384615
CJ프레시웨이,2015,27.08297324487251,13.370299624209556,13.420667983498216,,흑자지속,흑자지속,,,,57300.0,33650.0,200.0,62.62295081967213
CJ프레시웨이,2016,28.457961444480567,10.978267565450624,-49.68849546845839,,흑자지속,흑자지속,,-0.6876668489917062,-2.6137139639899445,33650.0,35000.0,200.0,85.6234096692112
CJ프레시웨이,2017,26.087514929252343,7.047019254696734,52.07562576121639,583.3171661487709,흑자지속,흑자지속,흑자전환,0.1340674502225047,0.5068451202692762,35000.0,33200.0,200.0,271.3178294573643
CJ프레시웨이,2018,27.56524578600475,11.444631725864085,13.382276394347487,92.75522580680922,흑자지속,흑자지속,흑자지속,1.8208805846065643,6.840960933879585,33200.0,15500.0,200.0,28.76949740034662
CJ프레시웨이,2019,24.468344725268857,7.430528641802712,12.769815017676155,-74.22435977512643,흑자지속,흑자지속,흑자지속,0.8113558506284582,3.537809315041152,15500.0,24200.0,250.0,35.714285714285715
CJ프레시웨이,2020,25.49348151280893,-23.261874649923044,1737.9119448667502,122.54941798533032,흑자지속,적자전환,적자전환,-3.786827849671611,-14.779284867057047,24200.0,,0.0,7.317810704566072
CMG제약,2013,87.63197213316987,,,,흑자지속,흑자전환,흑자전환,0.5297225087125086,,946.0,1085.0,0.0,236.5
CMG제약,2014,84.38790519870966,10.330447774160731,-78.88541867060293,-87.41051844270875,흑자지속,흑자지속,흑자지속,0.2721601651691501,0.322528514199732,1085.0,2941.0,0.0,542.5
