stock_name,2013,2014,2015,2016,2017,2018,2019,2020
대륙제관,50.0,60.0,90.0,120.0,100.0,80.0,100.0,150.0
대림B&Co,,,,,,,,
대림제지,0.0,50.0,0.0,0.0,0.0,0.0,0.0,75.0
대림통상,150.0,150.0,150.0,150.0,150.0,150.0,140.0,0.0
대명소노시즌,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대모,,,,,,,70.0,40.0
대보마그네틱,,,,152.0,0.0,0.0,0.0,0.0
대봉엘에스,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
대상,150.0,300.0,400.0,400.0,500.0,550.0,600.0,700.0
대상홀딩스,120.0,170.0,170.0,170.0,180.0,190.0,200.0,220.0
대성미생물,850.0,850.0,1000.0,1000.0,850.0,85.0,85.0,85.0
대성산업,,,,,,,,
대성에너지,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
대성엘텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대성창투,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
대성파인텍,110.0,110.0,120.0,0.0,0.0,0.0,0.0,0.0
대성홀딩스,,,,,,,,
대신밸런스제10호스팩,,,,,,,,
대신밸런스제7호스팩,,,,,,,0.0,0.0
대신밸런스제8호스팩,,,,,,,0.0,0.0
대신밸런스제9호스팩,,,,,,,0.0,0.0
대신정보통신,,,,15.0,15.0,10.0,10.0,10.0
대신증권,200.0,250.0,500.0,550.0,610.0,620.0,1000.0,1200.0
대아티아이,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0
대양금속,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대양전기공업,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0
대양제지,375.0,250.0,0.0,0.0,25.0,50.0,40.0,40.0
대영포장,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대우건설,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대우부품,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대우조선해양,300.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
대웅,,,,,,,,
대웅제약,800.0,700.0,700.0,600.0,600.0,600.0,600.0,600.0
대원,,,,,,,,
대원강업,120.0,120.0,125.0,125.0,115.0,115.0,115.0,100.0
대원미디어,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
대원산업,,,,,,,,
대원전선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대원제약,75.0,150.0,200.0,260.0,260.0,260.0,260.0,160.0
대원화성,,,,,,,,
대유,,,,,,,,
대유에이텍,,,,,,,,
대유에이피,,,,0.0,0.0,200.0,200.0,200.0
대유플러스,,,,,,,,
대정화금,250.0,250.0,250.0,250.0,270.0,300.0,300.0,300.0
대주산업,,,,,,,,
대주전자재료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
대창,,,,,,,,
대창단조,1000.0,2000.0,1300.0,1300.0,1000.0,1000.0,1100.0,180.0
대창솔루션,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0
대창스틸,,,,,,,,
대한과학,0.0,0.0,25.0,40.0,50.0,60.0,60.0,60.0
대한광통신,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대한그린파워,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대한뉴팜,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
대한방직,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0
대한약품,120.0,150.0,180.0,220.0,300.0,300.0,400.0,400.0
대한유화,1000.0,1500.0,3000.0,4000.0,4000.0,4000.0,2500.0,3000.0
대한전선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대한제강,100.0,100.0,250.0,330.0,300.0,150.0,200.0,300.0
대한제당,500.0,550.0,450.0,650.0,550.0,550.0,675.0,900.0
대한제분,2000.0,2500.0,2000.0,2000.0,2000.0,2500.0,2000.0,2000.0
대한항공,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0
대한해운,,,,,,,,
대한화섬,750.0,0.0,0.0,0.0,825.0,750.0,410.0,410.0
대현,,,,,,,,
대호에이엘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대호특수강,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대화제약,100.0,100.0,100.0,100.0,150.0,150.0,150.0,150.0
더네이쳐홀딩스,,,,,,,0.0,400.0
더블유게임즈,0.0,0.0,0.0,650.0,350.0,350.0,350.0,350.0
더블유에스아이,,,,,,,,
더존비즈온,150.0,200.0,220.0,290.0,400.0,450.0,470.0,450.0
덕산네오룩스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
덕산테코피아,,,,,,,0.0,0.0
덕산하이메탈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
덕성,,,,,,,,
덕신하우징,75.0,120.0,0.0,0.0,0.0,30.0,0.0,0.0
덕양산업,387.0,40.0,20.0,0.0,0.0,20.0,0.0,0.0
덕우전자,,,,0.0,0.0,200.0,140.0,140.0
데브시스터즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
데이타솔루션,,,,,,,,
덱스터,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
덴티스,,,,,,,,
덴티움,,,,100.0,150.0,150.0,0.0,200.0
도이치모터스,,,,,,,,
도화엔지니어링,100.0,100.0,150.0,170.0,190.0,220.0,250.0,280.0
동구바이오제약,,,,0.0,0.0,0.0,100.0,100.0
동국S&C,70.0,70.0,100.0,120.0,100.0,80.0,100.0,100.0
동국산업,120.0,120.0,140.0,150.0,150.0,130.0,130.0,130.0
동국알앤에스,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0
동국제강,150.0,0.0,0.0,150.0,100.0,0.0,0.0,200.0
동국제약,280.0,300.0,300.0,400.0,520.0,520.0,800.0,180.0
동남합성,200.0,200.0,200.0,200.0,200.0,3400.0,200.0,9900.0
동방,,,,,,,,
동방선기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동방아그로,200.0,200.0,220.0,250.0,250.0,250.0,250.0,370.0
동부건설,0.0,0.0,0.0,0.0,0.0,300.0,700.0,900.0
동서,,,,,,,,
동성제약,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동성케미컬,100.0,170.0,200.0,200.0,200.0,200.0,200.0,250.0
동성화인텍,70.0,130.0,130.0,130.0,0.0,0.0,220.0,350.0
동신건설,200.0,100.0,100.0,100.0,100.0,150.0,0.0,150.0
동아쏘시오홀딩스,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
동아에스티,250.0,750.0,1000.0,500.0,500.0,1000.0,1000.0,1000.0
동아엘텍,80.0,80.0,130.0,130.0,200.0,150.0,150.0,150.0
동아지질,175.0,175.0,175.0,200.0,200.0,200.0,200.0,75.0
동아타이어,,,,0.0,0.0,300.0,500.0,800.0
동아화성,80.0,80.0,60.0,100.0,50.0,50.0,50.0,120.0
동양,,,,,,,,
동양고속,1000.0,1250.0,1750.0,200.0,800.0,1000.0,4700.0,500.0
동양생명,200.0,550.0,620.0,200.0,360.0,100.0,230.0,220.0
동양에스텍,100.0,100.0,100.0,100.0,150.0,100.0,100.0,100.0
동양이엔피,300.0,300.0,300.0,300.0,300.0,300.0,300.0,400.0
동양철관,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동양파일,,,,250.0,150.0,0.0,0.0,0.0
동양피스톤,,,,0.0,100.0,120.0,120.0,60.0
동우팜투테이블,0.0,0.0,50.0,0.0,50.0,50.0,0.0,0.0
동운아나텍,90.0,100.0,140.0,30.0,20.0,20.0,50.0,20.0
동원F&B,0.0,0.0,0.0,2500.0,2500.0,3000.0,3000.0,3500.0
동원개발,,,,,,,,
동원금속,,,,100.0,0.0,0.0,0.0,0.0
동원산업,,,,,,,,
동원수산,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동원시스템즈,0.0,250.0,250.0,250.0,500.0,500.0,500.0,600.0
동일고무벨트,40.0,60.0,60.0,80.0,80.0,90.0,100.0,100.0
동일금속,150.0,140.0,160.0,100.0,140.0,230.0,280.0,300.0
동일기연,,,,,,,,
동일산업,,,,,,,,
동일제강,0.0,0.0,20.0,20.0,10.0,0.0,10.0,0.0
동일철강,,,,,,,,
동진쎄미켐,60.0,60.0,60.0,60.0,90.0,90.0,90.0,100.0
동화기업,,,,,,,,
동화약품,70.0,80.0,80.0,110.0,150.0,120.0,120.0,180.0
두산,3500.0,4000.0,4550.0,5100.0,5100.0,5200.0,5200.0,2000.0
두산밥캣,,,,700.0,800.0,900.0,1200.0,0.0
두산중공업,750.0,750.0,850.0,550.0,0.0,0.0,0.0,0.0
두산퓨얼셀,,,,,,,0.0,0.0
두올,,,,115.0,100.0,80.0,80.0,80.0
듀오백,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
드래곤플라이,,,,,,,,
드림시큐리티,,,,,,,,
드림씨아이에스,,,,,,,0.0,0.0
드림어스컴퍼니,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
드림텍,,,,,,,,
디딤,,,,,,,,
디바이스이엔지,,,,0.0,140.0,185.0,0.0,600.0
디스플레이텍,100.0,150.0,100.0,50.0,100.0,100.0,100.0,80.0
디씨엠,,,,,,,,
디아이,0.0,75.0,50.0,50.0,100.0,50.0,50.0,100.0
디아이씨,,,,,,,,
디아이티,,,,0.0,100.0,120.0,200.0,0.0
디알젬,,,,130.0,80.0,50.0,50.0,200.0
디알텍,,,,,,,,
디앤디플랫폼리츠,,,,,,,,
디앤씨미디어,,,,0.0,0.0,0.0,0.0,0.0
디에스케이,,,,,,,,
디에이치피코리아,,,,,,,,
디에이테크놀로지,40.0,50.0,50.0,100.0,50.0,0.0,0.0,0.0
디에이피,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
디엔에이링크,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
디엔에프,0.0,0.0,0.0,0.0,300.0,200.0,0.0,200.0
디엠티,,,,,,,,
디오,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
디와이,,,,,,,,
디와이파워,0.0,0.0,100.0,120.0,180.0,200.0,200.0,220.0
디와이피엔에프,50.0,120.0,120.0,100.0,0.0,150.0,350.0,420.0
디이엔티,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
디젠스,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
디지아이,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0
디지캡,0.0,0.0,0.0,0.0,0.0,0.0,70.0,30.0
디지탈옵틱,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
디지털대성,120.0,160.0,160.0,160.0,200.0,200.0,300.0,300.0
디지틀조선,40.0,40.0,40.0,40.0,40.0,40.0,30.0,20.0
디케이락,100.0,200.0,150.0,100.0,100.0,150.0,200.0,150.0
디케이앤디,,,,0.0,0.0,0.0,0.0,0.0
디케이티,,,,0.0,0.0,0.0,0.0,0.0
디티알오토모티브,100.0,150.0,250.0,350.0,700.0,1000.0,1500.0,2000.0
디티앤씨,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
디피씨,50.0,50.0,50.0,70.0,70.0,70.0,80.0,90.0
딜리,45.0,50.0,60.0,50.0,50.0,35.0,40.0,40.0
딥노이드,,,,,,,,
라닉스,,,,,,,0.0,0.0
라온시큐어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
라온테크,,,,,,,,
라온피플,,,,,,,150.0,100.0
라이온켐텍,200.0,100.0,200.0,200.0,300.0,200.0,150.0,200.0
라이트론,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
라이프시맨틱스,,,,,,,0.0,0.0
라파스,,,,0.0,0.0,0.0,0.0,0.0
락앤락,100.0,150.0,200.0,500.0,130.0,80.0,0.0,0.0
램테크놀러지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
랩지노믹스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
러셀,,,,,,,,
레고켐바이오,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
레드로버,,,,,,,,
레드캡투어,600.0,600.0,600.0,600.0,600.0,800.0,800.0,600.0
레몬,,,,0.0,0.0,0.0,0.0,0.0
레이,,,,,,,0.0,0.0
레이언스,0.0,0.0,0.0,300.0,100.0,100.0,300.0,100.0
레이크머티리얼즈,,,,,,,,
레인보우로보틱스,,,,,,,0.0,0.0
로보로보,,,,,,,,
로보스타,0.0,0.0,70.0,50.0,50.0,50.0,0.0,0.0
로보티즈,,,,0.0,0.0,0.0,0.0,0.0
로스웰,,,,52.0,54.0,0.0,0.0,0.0
로지시스,180.0,185.0,60.0,60.0,80.0,100.0,60.0,100.0
로체시스템즈,50.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0
롯데관광개발,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
롯데렌탈,888.0,0.0,0.0,0.0,0.0,0.0,180.0,300.0
롯데리츠,,,,,,,96.0,161.0
롯데손해보험,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0
롯데쇼핑,1500.0,2000.0,2000.0,2000.0,5200.0,5200.0,3800.0,2800.0
롯데정밀화학,300.0,300.0,500.0,300.0,800.0,1700.0,1700.0,1500.0
롯데정보통신,,,,0.0,0.0,650.0,700.0,700.0
롯데제과,,,,0.0,280.0,1300.0,1300.0,1600.0
롯데지주,4000.0,5200.0,11270.0,1130.0,0.0,800.0,1100.0,1000.0
롯데칠성,,,,,,,,
롯데케미칼,1000.0,1000.0,2500.0,4000.0,10500.0,10500.0,6700.0,3600.0
롯데푸드,1500.0,2500.0,4780.0,6000.0,22000.0,15000.0,12000.0,12000.0
롯데하이마트,250.0,330.0,430.0,500.0,1850.0,1700.0,1000.0,1200.0
루멘스,,,,,,,,
루트로닉,0.0,25.0,50.0,75.0,15.0,0.0,0.0,0.0
룽투코리아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
리노공업,550.0,700.0,800.0,900.0,1000.0,1100.0,1200.0,1500.0
리노스,0.0,50.0,50.0,30.0,0.0,0.0,0.0,0.0
리더스 기술투자,,,,0.0,0.0,0.0,0.0,0.0
리더스코스메틱,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
리드코프,100.0,100.0,150.0,150.0,200.0,150.0,150.0,800.0
리메드,,,,0.0,0.0,0.0,0.0,0.0
릭스솔루션,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
린드먼아시아,,,,0.0,0.0,73.0,89.0,38.0
링네트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
링크제니시스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
마니커,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
마니커에프앤지,,,,,,,0.0,0.0
마이더스AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
마이크로디지탈,,,,,,,0.0,0.0
마이크로컨텍솔,100.0,160.0,80.0,20.0,0.0,0.0,0.0,25.0
마이크로프랜드,,,,0.0,0.0,0.0,0.0,0.0
마크로젠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0
만도,0.0,2000.0,4800.0,5000.0,1000.0,500.0,550.0,0.0
만호제강,,,,150.0,150.0,150.0,200.0,200.0
맘스터치,0.0,0.0,0.0,25.0,28.0,30.0,50.0,30.0
매일유업,,,,0.0,450.0,700.0,800.0,800.0
매일홀딩스,125.0,125.0,125.0,250.0,100.0,120.0,140.0,140.0
매직마이크로,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
매커스,0.0,0.0,80.0,100.0,120.0,120.0,100.0,100.0
맥스트,,,,,,,,
맥쿼리인프라,,,,,,,,
맵스리얼티1,,,,,,,,
머큐리,,,,0.0,0.0,0.0,0.0,0.0
멀티캠퍼스,250.0,250.0,250.0,250.0,500.0,500.0,600.0,500.0
메가스터디,2000.0,2200.0,600.0,700.0,700.0,400.0,450.0,600.0
메가스터디교육,0.0,0.0,1200.0,1000.0,1300.0,850.0,1100.0,750.0
메가엠디,0.0,0.0,0.0,100.0,50.0,50.0,50.0,100.0
메드팩토,,,,,,,0.0,0.0
메디아나,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0
메디앙스,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
메디콕스,,,,0.0,0.0,0.0,0.0,0.0
메디톡스,1000.0,1500.0,1700.0,2000.0,2200.0,900.0,800.0,1000.0
메디포스트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
메디프론,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
메리츠금융지주,90.0,85.0,155.0,300.0,520.0,470.0,550.0,900.0
메리츠증권,70.0,145.0,230.0,200.0,200.0,200.0,200.0,320.0
메리츠화재,320.0,380.0,570.0,830.0,1140.0,820.0,850.0,1280.0
메이슨캐피탈,,,,0.0,0.0,0.0,0.0,0.0
메지온,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
메카로,,,,0.0,610.0,575.0,160.0,0.0
메타랩스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
메타바이오메드,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
멕아이씨에스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
멜파스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
명문제약,16.0,18.0,18.0,50.0,100.0,0.0,0.0,0.0
명성티엔에스,,,,0.0,0.0,0.0,0.0,0.0
명신산업,,,,,,,,
모나리자,0.0,0.0,50.0,75.0,100.0,50.0,50.0,75.0
모나미,50.0,50.0,60.0,70.0,70.0,70.0,70.0,70.0
모다이노칩,150.0,200.0,100.0,0.0,0.0,0.0,0.0,0.0
모두투어,500.0,510.0,390.0,600.0,450.0,350.0,120.0,0.0
모두투어리츠,,,,109.0,76.0,82.0,168.0,150.0
모바일리더,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
모바일어플라이언스,,,,0.0,0.0,0.0,0.0,0.0
모베이스,,,,,,,,
모베이스전자,30.0,50.0,50.0,50.0,30.0,20.0,0.0,0.0
모비릭스,,,,,,,0.0,0.0
모비스,,,,,,,,
모아텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
모토닉,250.0,250.0,280.0,250.0,350.0,300.0,300.0,400.0
모트렉스,,,,0.0,731.0,0.0,0.0,0.0
모헨즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무림P&P,250.0,175.0,200.0,125.0,150.0,250.0,175.0,125.0
무림SP,50.0,35.0,35.0,30.0,35.0,35.0,,
무림페이퍼,25.0,0.0,0.0,0.0,25.0,50.0,,
무학,0.0,0.0,250.0,350.0,350.0,350.0,0.0,0.0
문배철강,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
미디어젠,,,,0.0,0.0,0.0,0.0,0.0
미래나노텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
미래산업,,,,,,,,
미래생명자원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
미래아이앤지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
미래에셋대우스팩 5호,,,,,,,0.0,0.0
미래에셋대우스팩3호,,,,,,,0.0,0.0
미래에셋맵스리츠,,,,,,,0.0,132.0
미래에셋벤처투자,,,,0.0,0.0,0.0,185.0,155.0
미래에셋생명,0.0,100.0,55.0,710.0,710.0,710.0,710.0,710.0
미래에셋증권,350.0,100.0,350.0,,,,,
미래컴퍼니,0.0,0.0,100.0,170.0,400.0,300.0,220.0,0.0
미스터블루,,,,,,,,
미원상사,0.0,0.0,0.0,0.0,0.0,5000.0,654.0,700.0
미원에스씨,,,,0.0,500.0,1200.0,1700.0,1700.0
미원홀딩스,0.0,2500.0,2500.0,5500.0,0.0,400.0,400.0,0.0
미원화학,0.0,400.0,1250.0,1000.0,1000.0,1000.0,1000.0,2500.0
미창석유,,,,,,,,
미코,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
미코바이오메드,,,,,,,,
미투온,,,,0.0,0.0,0.0,0.0,65.0
미투젠,,,,,,,1891.0,1152.0
민앤지,0.0,0.0,350.0,450.0,250.0,260.0,230.0,340.0
바다로19호,304.0,391.0,1934.0,350.0,350.0,350.0,350.0,350.0
바디텍메드,,,,,,,,
바른손,,,,0.0,0.0,0.0,0.0,0.0
바른손이앤에이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바른전자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이넥스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이브컴퍼니,,,,,,,0.0,0.0
바이오니아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이오다인,,,,,,,0.0,0.0
바이오로그디바이스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이오리더스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이오솔루션,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이오스마트,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0
바이오톡스텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이오플러스,,,,0.0,0.0,0.0,0.0,0.0
바이온,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바이젠셀,,,,,,,,
바텍,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
박셀바이오,,,,,,,0.0,0.0
방림,,,,,,,,
배럴,,,,0.0,0.0,0.0,0.0,0.0
백광산업,0.0,0.0,0.0,0.0,25.0,50.0,75.0,50.0
백금T&A,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
백산,80.0,60.0,60.0,90.0,100.0,100.0,100.0,100.0
버킷스튜디오,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
범양건영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
베노홀딩스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
베뉴지,0.0,300.0,300.0,300.0,300.0,300.0,30.0,30.0
베셀,0.0,0.0,0.0,100.0,150.0,100.0,0.0,0.0
베스파,,,,0.0,0.0,0.0,0.0,0.0
베트남개발1,,,,,,,,
벽산,56.0,68.0,65.0,35.0,25.0,15.0,0.0,7.0
보광산업,,,,,,,,
보라티알,,,,0.0,0.0,150.0,150.0,150.0
보락,20.0,70.0,30.0,70.0,7.0,5.0,5.0,4.0
보령제약,150.0,200.0,200.0,200.0,800.0,60.0,100.0,100.0
보성파워텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
보해양조,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
본느,0.0,0.0,0.0,,,,,
부광약품,500.0,500.0,700.0,500.0,200.0,200.0,200.0,100.0
부국증권,350.0,1000.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
부국철강,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
부방,,,,,,,,
부산가스,,,,,,,,
부산산업,0.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
부산주공,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
부스타,100.0,90.0,100.0,100.0,90.0,55.0,90.0,120.0
뷰노,,,,,,,0.0,0.0
뷰웍스,100.0,100.0,100.0,200.0,200.0,300.0,400.0,450.0
브랜드엑스코퍼레이션,,,,,,,0.0,110.0
브레인즈컴퍼니,,,,,,,,
브리지텍,150.0,120.0,160.0,200.0,100.0,100.0,100.0,100.0
브릿지바이오테라퓨틱스,,,,,,,,
브이원텍,,,,0.0,0.0,200.0,100.0,100.0
브이티지엠피,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
블루베리 NFT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
블루콤,,,,,,,,
비나텍,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
비덴트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
비디아이,,,,0.0,130.0,0.0,0.0,0.0
비보존 헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
비비씨,,,,,,,0.0,0.0
비비안,400.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
비상교육,130.0,130.0,200.0,330.0,350.0,200.0,250.0,150.0
비씨월드제약,500.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0
비아트론,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0
비에이치,,,,,,,,
비에이치아이,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
비엠티,100.0,100.0,100.0,100.0,100.0,150.0,150.0,150.0
비올,,,,,,,,
비즈니스온,,,,0.0,180.0,234.0,285.0,300.0
비츠로셀,,,,0.0,0.0,0.0,0.0,0.0
비츠로시스,,,,0.0,0.0,0.0,0.0,0.0
비츠로테크,,,,0.0,0.0,0.0,50.0,50.0
비케이탑스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
비트컴퓨터,0.0,0.0,0.0,73.0,0.0,0.0,61.0,61.0
비피도,,,,0.0,0.0,0.0,0.0,0.0
빅솔론,200.0,200.0,400.0,300.0,150.0,180.0,190.0,150.0
빅텍,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
빙그레,1250.0,1250.0,1250.0,1250.0,1250.0,1350.0,1450.0,1600.0
빛샘전자,100.0,0.0,200.0,100.0,100.0,50.0,100.0,50.0
사람인에이치알,100.0,80.0,90.0,120.0,60.0,390.0,580.0,600.0
사조대림,0.0,200.0,0.0,100.0,150.0,150.0,150.0,200.0
사조동아원,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사조산업,0.0,0.0,0.0,150.0,200.0,250.0,150.0,200.0
사조씨푸드,0.0,0.0,0.0,50.0,70.0,70.0,0.0,0.0
사조오양,0.0,0.0,0.0,100.0,120.0,50.0,100.0,150.0
삼강엠앤티,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
삼기,70.0,70.0,90.0,90.0,90.0,45.0,0.0,0.0
삼륭물산,50.0,50.0,50.0,50.0,75.0,75.0,75.0,75.0
삼목에스폼,50.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
삼보모터스,50.0,50.0,50.0,70.0,70.0,70.0,0.0,0.0
삼보산업,,,,,,,,
삼보판지,0.0,50.0,50.0,50.0,50.0,50.0,125.0,125.0
삼부토건,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
삼성SDI,1500.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
삼성공조,50.0,80.0,100.0,90.0,100.0,80.0,60.0,80.0
삼성머스트스팩5호,,,,,,,,
삼성물산,,,,,,,,
삼성바이오로직스,,,,0.0,0.0,0.0,0.0,0.0
삼성생명,850.0,1800.0,1800.0,1200.0,2000.0,2650.0,2650.0,2500.0
삼성스팩4호,,,,,,,,
삼성에스디에스,250.0,500.0,500.0,750.0,2000.0,2000.0,2400.0,2400.0
삼성엔지니어링,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
삼성전기,750.0,750.0,500.0,500.0,750.0,1000.0,1100.0,1400.0
삼성전자,14300.0,20000.0,21000.0,28500.0,42500.0,1416.0,1416.0,2994.0
삼성제약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
삼성중공업,500.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0
삼성증권,100.0,650.0,1000.0,650.0,1000.0,1400.0,1700.0,2200.0
삼성출판사,100.0,100.0,130.0,110.0,150.0,100.0,100.0,200.0
삼성카드,700.0,1000.0,1500.0,1500.0,1500.0,1600.0,1600.0,1800.0
삼성화재,,,,,,,,
삼아알미늄,75.0,75.0,55.0,75.0,55.0,100.0,110.0,100.0
삼아제약,200.0,200.0,200.0,250.0,250.0,250.0,300.0,300.0
