기업,연도,자산총계,부채총계,자본총계,매출액,영업이익,당기순이익,부채비율,매출액증가율,영업이익증가율,당기순이익증가율,매출액_상태,영업이익_상태,당기순이익_상태,ROA,ROE
동서,2016,1327035011897.0,129646302627.0,1197388709270.0,513790349071.0,45602522072.0,122358706316.0,90.23037813888043,0.8556364318537439,-7.1045811586576315,-2.131190878453256,흑자지속,흑자지속,흑자지속,9.220458030047595,10.469336266912567
동서,2017,1387720935767.0,143003571795.0,1244717363972.0,559080361343.0,47673462930.0,126070590927.0,89.69507715065484,8.100805430404707,4.3440118059827295,2.944290642017639,흑자지속,흑자지속,흑자지속,9.08472212803507,10.324743245868587
동서,2018,1432202479586.0,142001817922.0,1290200661664.0,563524574106.0,43217606807.0,120396956562.0,90.08507386727554,0.7886457782343376,-10.310279657313833,-4.712440020922196,흑자지속,흑자지속,흑자지속,8.406420061275314,9.499080865290933
동서,2018,1432202479586.0,142890272553.0,1289312207033.0,566677087836.0,46274382330.0,120579288568.0,90.02303971751923,0.5563157215405818,6.605761912068292,0.15121337019431402,흑자지속,흑자지속,흑자지속,8.41915094315821,9.348996861481735
동서,2019,1478277015581.0,127249087725.0,1351027927856.0,505386137675.0,41590791529.0,140520264320.0,91.39206749588892,-12.127548737875065,-11.26112446726164,14.190818561648433,흑자지속,흑자지속,흑자지속,9.505678762432222,10.644103194371771
동서,2020,1525770284059.0,128513682208.0,1397256601851.0,493040722301.0,45114689622.0,120588759228.0,91.57712772684788,-2.5039342219815985,7.81097713965339,-16.528493384955585,흑자지속,흑자지속,흑자지속,7.903467546057999,8.775565842948305
동성제약,2013,127090351543.0,65610939146.0,61479412397.0,75175284434.0,-1966987736.0,-1988228676.0,48.37457104381282,,,,흑자지속,적자전환,적자전환,-1.5644214150491973,
동성제약,2014,134264134903.0,78658916773.0,55605218130.0,73157941990.0,-1830786171.0,-10946949986.0,41.41479641616307,-2.7575166675352234,-7.439512443203833,81.83760153702414,흑자지속,적자지속,적자지속,-8.153294246381355,-18.699209173275065
동성제약,2015,124116093726.0,66380906327.0,57735187399.0,74660371327.0,1196898094.0,454837702.0,46.51708385735762,2.012351814350895,252.9609062106168,2506.7815701874247,흑자지속,흑자전환,흑자전환,0.36646150257041166,0.8026046843173194
동성제약,2016,125386411764.0,69765804955.0,55620606809.0,79720854988.0,-2289618759.0,-1660443187.0,44.35935762615815,6.347753874142131,152.2749950966837,127.3925483004195,흑자지속,적자전환,적자전환,-1.3242608697705265,-2.929613256386704
동성제약,2017,124184875432.0,59914198387.0,64270677045.0,82385233759.0,955133215.0,-198264206.0,51.75402948339932,3.2340489301687945,339.71721672353317,-737.4901453467602,흑자지속,흑자전환,적자지속,-0.15965245792637903,-0.33073998313578856
동성제약,2018,140196083360.0,82711668118.0,57484415242.0,91912685724.0,-1807257903.0,-5744557944.0,41.00286817170896,10.365763865947198,152.84985686959809,96.54866035067015,흑자지속,적자전환,적자지속,-4.097516711111637,-9.436250814806135
동성제약,2019,131730492742.0,61632135964.0,70098356778.0,86536755320.0,-7531757675.0,-8385204512.0,53.213462820100986,-6.212308728378608,76.00483205933733,31.49173719282567,흑자지속,적자지속,적자지속,-6.365424084781034,-13.144728522884778
동성제약,2020,125718174655.0,70770129193.0,54948045462.0,87799927095.0,-3670772331.0,-14079137957.0,43.70732045131124,1.4386934212749871,-105.18182539934809,40.442344285496794,흑자지속,적자지속,적자지속,-11.198967846643049,-22.51826154898577
동성케미컬,2013,735574616619.0,398839174287.0,336735442332.0,,43936691172.0,18047604190.0,45.77855661737935,,,,,흑자전환,흑자전환,2.4535381975188493,
동성케미컬,2014,809156026945.0,430840231513.0,378315795432.0,,50029782525.0,29105338265.0,46.75436909990598,,12.178928321255981,37.992116684303376,,흑자지속,흑자지속,3.596999502665553,8.14076998342491
동성케미컬,2015,801695228807.0,403193438054.0,398501790753.0,,66688011163.0,43556795353.0,49.707392090384424,,24.979345383810692,33.17842134821943,,흑자지속,흑자지속,5.43308651316495,11.214163048730697
동성케미컬,2016,872052701032.0,431405478421.0,440647222611.0,852912857954.0,65039523531.0,52979286176.0,50.529884500045874,,-2.534593647836728,17.785235519591534,,흑자지속,흑자지속,6.075239043844888,12.626907815482118
동성케미컬,2017,854657420834.0,436845372162.0,417812048672.0,827336387325.0,3654509868.0,-5932019828.0,48.88649399010502,-3.0914233945028786,-1679.7057849126595,993.1070311992221,흑자지속,흑자지속,적자전환,-0.6940815914534925,-1.382015437758479
동성케미컬,2018,808116610898.0,407447721154.0,400668889744.0,813073124919.0,7777629352.0,-4824202563.0,49.580578389394375,-1.7542410355059928,53.01254787796938,-22.963738577160573,흑자지속,흑자지속,적자지속,-0.5969686178878593,-1.1788185494792933
동성케미컬,2019,850518403080.0,432089341542.0,418429061538.0,849786144232.0,51825732386.0,25020518478.0,49.19694389007153,4.320265700046173,84.99272659752896,119.28098559285178,흑자지속,흑자지속,흑자전환,2.941796248898634,6.109286060071198
동성케미컬,2020,797944146723.0,370735251882.0,427208894841.0,882050840572.0,61173646634.0,37181637432.0,53.53869648589604,3.6579179856658497,15.280949824567882,32.70732488917677,흑자지속,흑자지속,흑자지속,4.65967919994121,8.793748471558873
동성화인텍,2013,298404938042.0,213950272095.0,84454665947.0,409450160754.0,20523629496.0,9794488208.0,28.302033639642097,,,,흑자지속,흑자지속,흑자지속,3.282280873857872,
동성화인텍,2014,280637506324.0,177670183017.0,102967323307.0,420798887076.0,25484865727.0,23502122325.0,36.690506787828554,2.696947798711815,19.46738226579631,58.32509050648046,흑자지속,흑자지속,흑자지속,8.374547875958699,25.079364933160758
동성화인텍,2015,282443447006.0,169132458502.0,113310988504.0,347135317286.0,20432384441.0,14147123624.0,40.11811557504215,-21.220419277969807,-24.72781040602191,-66.12650705285164,흑자지속,흑자지속,흑자지속,5.008834077747064,13.082332209401379
동성화인텍,2016,280043160726.0,161582663536.0,118460497190.0,335005288907.0,13342349369.0,8668682683.0,42.30079994915648,-3.620846828590634,-53.139330082850265,-63.19807912387512,흑자지속,흑자지속,흑자지속,3.0954809467679225,7.4803702940792
동성화인텍,2017,223987030042.0,139846558289.0,84140471753.0,230970493899.0,-25196806375.0,-32196446808.0,37.56488567093494,-45.042461161074925,152.95254156589516,126.92434582826715,흑자지속,적자전환,적자전환,-14.374246045390581,-31.783112367106387
동성화인텍,2018,205083921883.0,131147446333.0,73936475550.0,188129063326.0,-8528861133.0,-10038308099.0,36.05181472596405,-22.772361598782904,-195.4299053774968,-220.73579023946635,흑자지속,적자지속,적자지속,-4.894731876995621,-12.700533847935072
동성화인텍,2019,263075385960.0,168181984800.0,94893401160.0,253271781604.0,26936736224.0,16877238439.0,36.07080184021029,25.720480136177628,131.66256320764273,159.4783805139793,흑자지속,흑자전환,흑자전환,6.415362036783686,19.993189319198667
동성화인텍,2020,246497849600.0,136729475708.0,109768373892.0,387985981714.0,31975546018.0,21277787445.0,44.53116896156485,34.72140913825676,15.758322910775322,20.681421963513742,흑자지속,흑자지속,흑자지속,8.632037755918825,20.793123131658355
동신건설,2013,84448390254.0,15116903701.0,69331486553.0,87161631373.0,8661038170.0,8012826848.0,82.09923995527674,,,,흑자지속,흑자지속,흑자지속,9.488430535975152,
동신건설,2014,83187551282.0,13608695265.0,69578856017.0,50483624234.0,1631308299.0,1927369464.0,83.64094740706159,-72.65327657339206,-430.92589397781273,-315.7390161910337,흑자지속,흑자지속,흑자지속,2.316896499893778,2.774983386177679
동신건설,2015,90520362973.0,18200469471.0,72319893502.0,69842399535.0,1821757703.0,3581037485.0,79.89350807571468,27.717798113878906,10.454156646977548,46.178461630931515,흑자지속,흑자지속,흑자지속,3.956057363654337,5.047313661521034
동신건설,2016,97919884029.0,20637020237.0,77282863792.0,65096067361.0,4388935529.0,5800329834.0,78.92458672552335,-7.291273292560829,58.49203773984167,38.26148533814568,흑자지속,흑자지속,흑자지속,5.923546470175732,7.75430872921836
동신건설,2017,100504003925.0,13368383669.0,87135620256.0,52599291512.0,9479384128.0,10692756464.0,86.69865562870908,-23.75844900144517,53.70020383459241,45.75458766382318,흑자지속,흑자지속,흑자지속,10.639134806986746,13.006757148884038
동신건설,2018,98782902976.0,11502289476.0,87280613500.0,27086795610.0,1281488407.0,984993244.0,88.35599164483497,-94.18794407922215,-639.7167290956227,-985.5664776519016,흑자지속,흑자지속,흑자지속,0.9971292747281492,1.1294742728798497
동신건설,2019,102032095646.0,14775824633.0,87256271013.0,24021433746.0,-446363430.0,840521653.0,85.51845422810419,-12.760944648070549,387.0952951947699,-17.18832471291492,흑자지속,적자전환,흑자지속,0.8237816225162983,0.9631450169919764
동신건설,2020,111448831710.0,26126603847.0,85322227863.0,35499042970.0,2202528882.0,-1934043150.0,76.55731025069531,32.33216521836842,120.26595127300584,143.45930198093046,흑자지속,흑자전환,적자전환,-1.7353642208045357,-2.2413489079999893
동아쏘시오홀딩스,2013,988279722990.0,473675391228.0,514604331762.0,570870106635.0,33640236496.0,21465258193.0,52.070716396475845,,,,흑자지속,흑자지속,흑자전환,2.171982050593706,
동아쏘시오홀딩스,2014,1081069661479.0,546591139243.0,534478522236.0,630625193751.0,20826937890.0,6485326005.0,49.43978554580706,9.47553122014882,-61.52271963202172,-230.98194564854415,흑자지속,흑자지속,흑자지속,0.599898992274697,1.2363801353314967
동아쏘시오홀딩스,2015,1223518090100.0,620876555181.0,602641534919.0,704734520024.0,64359436576.0,66614889420.0,49.25481198808799,10.515921125940613,67.63965162217333,90.26444979273224,흑자지속,흑자지속,흑자지속,5.444536534360147,11.716421498476793
동아쏘시오홀딩스,2016,1402215519614.0,526358096735.0,875857422879.0,726165504518.0,75998662176.0,175690419000.0,62.46239687320711,2.9512534485130963,15.3150401161609,62.0839373033768,흑자지속,흑자지속,흑자지속,12.529487553265978,23.76605246467867
동아쏘시오홀딩스,2017,1459445277379.0,545196824602.0,914248452777.0,690264581707.0,53374417534.0,32543386669.0,62.643558271598074,-5.201037944351467,-42.38780615748761,-439.86519837948583,흑자지속,흑자지속,흑자지속,2.2298463103354087,3.6359175299700293
동아쏘시오홀딩스,2018,1241932781639.0,506169780228.0,735763001411.0,707495924243.0,50548771797.0,-163889504757.0,59.243383562192555,2.4355394774092916,-5.5899394516400465,119.85690707727275,흑자지속,흑자지속,적자전환,-13.196326498501168,-19.865256612737024
동아쏘시오홀딩스,2019,1358576945107.0,611673079204.0,746903865903.0,769685605087.0,52823155830.0,19975207429.0,54.97692777674617,8.079880984258567,4.305657239260027,920.4645951213766,흑자지속,흑자지속,흑자전환,1.47030372486019,2.6944970403482604
동아쏘시오홀딩스,2020,1511106332704.0,622382702032.0,888723630672.0,783315662469.0,50609922157.0,162361991624.0,58.812779182898566,1.7400465782898111,-4.373122065144061,87.69711603731811,흑자지속,흑자지속,흑자지속,10.744577539653786,19.8531746334646
동아에스티,2013,931718274273.0,492357772188.0,439360502085.0,500967483667.0,39787573237.0,-65708543888.0,47.155939109150104,,,,흑자지속,흑자지속,적자전환,-7.052404756069746,
동아에스티,2014,1081858243284.0,593521429832.0,488336813452.0,578640115514.0,49369402905.0,37549819820.0,45.13870615522094,13.42330574125581,19.408437421125015,274.99030408929406,흑자지속,흑자지속,흑자전환,3.4708632164244415,8.095274006104932
동아에스티,2015,1063538923196.0,509765483221.0,553773439975.0,580996640246.0,55387463581.0,48573315513.0,52.06893964076807,0.405600406054366,10.865384126498299,22.69455065312498,흑자지속,흑자지속,흑자지속,4.567140370098933,9.322106821857995
동아에스티,2016,1066616685611.0,477395146006.0,589221539605.0,560535398487.0,14842859682.0,10641973308.0,55.24210783065622,-3.650303230488045,-273.1589785772119,-356.4314728781126,흑자지속,흑자지속,흑자지속,0.9977317485806871,1.8621207438567144
동아에스티,2017,899719381011.0,318526358641.0,581193022370.0,555026781242.0,23868366894.0,-5395536973.0,64.59714380242903,-0.9924957553711558,37.813677207504384,297.2365931556744,흑자지속,흑자지속,적자전환,-0.5996910911196692,-0.9219873279593129
동아에스티,2018,948673011399.0,369309984350.0,579363027049.0,567433760856.0,39435371795.0,8008763288.0,61.07088744883954,2.1865071255688946,39.47472584238127,167.37041387007216,흑자지속,흑자지속,흑자전환,0.8442069281795573,1.3801596729445964
동아에스티,2019,1008775745560.0,362918121385.0,645857624175.0,612310601834.0,56561533159.0,70912712898.0,64.02390491818042,7.329097494569643,30.278813899645694,88.70616711629732,흑자지속,흑자지속,흑자지속,7.029581471413585,11.57550076015417
동아에스티,2020,980667423900.0,338570602300.0,642096821600.0,586728126970.0,33994186444.0,27102951017.0,65.47549209358417,-4.36019234259551,-66.38590028379147,-161.64203615141707,흑자지속,흑자지속,흑자지속,2.7637250260862873,4.208681620053939
동아엘텍,2013,125726342208.0,53615461866.0,72110880342.0,91172443830.0,12095075128.0,8986846879.0,57.35542693407935,,,,흑자지속,흑자지속,흑자지속,7.147942683429284,
동아엘텍,2014,135607075829.0,57763407691.0,77843668138.0,119044672659.0,10650973272.0,7063352644.0,57.40383948412882,23.413251686481754,-13.55840277804802,-27.23202892374235,흑자지속,흑자지속,흑자지속,5.208690328893207,9.4206580801943
동아엘텍,2015,125955282551.0,31020100859.0,94935181692.0,119717923611.0,12959990949.0,8121364717.0,75.37213189415871,0.5623643742666281,17.81650686398176,13.027515816218946,흑자지속,흑자지속,흑자지속,6.447815885539865,9.400878319297467
동아엘텍,2016,201591557099.0,76587480051.0,125004077048.0,216159934938.0,33629732298.0,31659041646.0,62.00858748593896,44.61604383562659,61.46269963091336,74.3474082133939,흑자지속,흑자지속,흑자지속,15.704547403467148,28.788895468112464
동아엘텍,2017,246934067145.0,53027670669.0,193906396476.0,250506618361.0,27518744498.0,15046549762.0,78.52557515368584,13.710888617522949,-22.206637372007044,-110.40731693823112,흑자지속,흑자지속,흑자지속,6.093347076798701,9.436221768281094
동아엘텍,2018,271270330319.0,75542752135.0,195727578184.0,253511129270.0,24963399085.0,19573728132.0,72.15222466601283,1.1851593725497036,-10.236368069504827,23.12885077114547,흑자지속,흑자지속,흑자지속,7.215580159091596,10.047238898548468
동아엘텍,2019,267605758314.0,58577014340.0,209028743974.0,202944663674.0,19817338540.0,15283835738.0,78.11070482598973,-24.91638098808422,-25.967465482880126,-28.06816605162863,흑자지속,흑자지속,흑자지속,5.711325434210739,7.55211711407627
동아엘텍,2020,262047642678.0,50946017993.0,211101624685.0,162007268204.0,13756828704.0,10574584096.0,80.55849025301033,-25.268863504600002,-44.05455622368706,-44.533681885241684,흑자지속,흑자지속,흑자지속,4.035366999654288,5.033953689066877
동아지질,2013,225300798930.0,92428426646.0,132872372284.0,329945352152.0,4163784984.0,2087749885.0,58.97554421246544,,,,흑자지속,흑자지속,흑자지속,0.9266500140768054,
동아지질,2014,232681243775.0,96984245090.0,135696998685.0,305653861102.0,2961024470.0,4204357512.0,58.31883846048949,-7.947385634985866,-40.619742463661574,50.3431884885816,흑자지속,흑자지속,흑자지속,1.8069172417118262,3.130928517150449
동아지질,2015,259436781550.0,121046739956.0,138390041594.0,296676998909.0,3979804020.0,4502068347.0,53.34249090171077,-3.0258032223635514,25.598736643318432,6.612756894248012,흑자지속,흑자지속,흑자지속,1.7353238504203143,3.2851377010873866
동아지질,2016,298869765188.0,149439416850.0,149430348338.0,323174632162.0,12530176455.0,11369214664.0,49.99848286560631,8.199168689613407,68.23824441505042,60.40123720017747,흑자지속,흑자지속,흑자지속,3.804069861950856,7.900214899080689
동아지질,2017,257634756228.0,101399312317.0,156235443911.0,339724245243.0,20333474703.0,17104681933.0,60.64222319939462,4.871484244276499,38.37660981203917,33.53156341325812,흑자지속,흑자지속,흑자지속,6.639120506653537,11.191754109708334
동아지질,2018,284762190126.0,110001203236.0,174760986890.0,360734225219.0,26066749207.0,18725315655.0,61.370853627959775,5.824226953581945,21.994589576441616,8.65477384658806,흑자지속,흑자지속,흑자지속,6.575773155387843,11.31451212914011
동아지질,2019,322274033777.0,128394044864.0,193879988913.0,380903410441.0,22916296874.0,19042767946.0,60.15997833916609,5.295091792076276,-13.747650199864486,1.667049096539991,흑자지속,흑자지속,흑자지속,5.908874420573638,10.331335470518267
동아지질,2020,334840487040.0,143304736697.0,191535750343.0,314647746513.0,3237264977.0,2042222277.0,57.20208808563797,-21.057091513370356,-607.8906742826075,-832.4532476442083,흑자지속,흑자지속,흑자지속,0.6099090032550444,1.059750326202179
동아타이어,2013,,,,,,,,,,,,,,,
동아타이어,2014,,,,,,,,,,,,,,,
동아타이어,2015,,,,,,,,,,,,,,,
동아타이어,2016,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
동아타이어,2017,348591442562.0,25189502890.0,323401939672.0,28346256271.0,1426993455.0,200734458.0,92.77391817054722,100.0,100.0,100.0,흑자전환,흑자전환,흑자전환,0.05758444800729658,0.12413930368110251
동아타이어,2018,369042711490.0,28895606876.0,340147104614.0,161313789918.0,12410867064.0,16180288743.0,92.17011853198922,82.42787781168049,88.50206478208717,98.7593889009747,흑자지속,흑자지속,흑자지속,4.384394607787407,4.876893089465756
동아타이어,2019,385817625755.0,28925145005.0,356892480750.0,155994363874.0,18033544377.0,24709191609.0,92.50289694557192,-3.4100116900996595,31.17899174701989,34.517126262007935,흑자지속,흑자지속,흑자지속,6.404370863214711,7.089752756608981
동아타이어,2020,395823339051.0,28953953770.0,366869385281.0,143165580908.0,16952903170.0,13335120774.0,92.68513225131744,-8.960801111996282,-6.374372555329118,-85.29409690219279,흑자지속,흑자지속,흑자지속,3.3689576784358923,3.6849470523026513
동아화성,2013,118590811448.0,52900612644.0,65690198804.0,195116397229.0,21049394926.0,14668750616.0,55.392317500756796,,,,흑자지속,흑자지속,흑자지속,12.369213463415747,
동아화성,2014,143578272186.0,67663282574.0,75914989612.0,194061096686.0,22233079654.0,10703254215.0,52.87359184379592,-0.5437980929828126,5.323980062235961,-37.04944609689437,흑자지속,흑자지속,흑자지속,7.454647595378747,15.117036790426862
동아화성,2015,177920300659.0,97330207877.0,80590092782.0,211426812893.0,14832209592.0,4613010633.0,45.29561409434556,8.213582737866144,-49.897286146709945,-132.02318543192484,흑자지속,흑자지속,흑자지속,2.592739904279525,5.895029813008617
동아화성,2016,206876465850.0,113951673703.0,92924792147.0,240105023491.0,14553390691.0,15123416136.0,44.918010255635856,11.944027734627952,-1.915834645821919,69.4975619825793,흑자지속,흑자지속,흑자지속,7.3103608348402185,17.431837207728087
동아화성,2017,193613007227.0,95445153380.0,98167853847.0,255025462068.0,13007274992.0,9138836463.0,50.70312953297807,5.850568196606821,-11.886545798031669,-65.48513803950317,흑자지속,흑자지속,흑자지속,4.720156250806665,9.564822775322233
동아화성,2018,206776249810.0,106145947876.0,100630301934.0,253377255644.0,13194616198.0,6480515906.0,48.66627672494589,-0.6504950177200444,1.4198306581164264,-41.02019955755048,흑자지속,흑자지속,흑자지속,3.13407168954594,6.519694189858647
동아화성,2019,238431134492.0,127509872096.0,110921262396.0,288514645231.0,10739999751.0,10224991187.0,46.5212995913173,12.178719578989536,-22.854902271030788,36.62081670799586,흑자지속,흑자지속,흑자지속,4.2884463091556,9.666665637177708
동아화성,2020,229824139203.0,120424631843.0,109399507360.0,261767846779.0,13266088088.0,2486623061.0,47.601399809168505,-10.217755458171775,19.041697297977418,-311.19988579563807,흑자지속,흑자지속,흑자지속,1.0819677470013738,2.257275211732308
동양,2013,1124605700753.0,1606110121272.0,-481504420519.0,567649866781.0,-14133225152.0,-675337999908.0,-42.81539922806723,,,,흑자지속,적자전환,적자전환,-60.0510916364567,
동양,2014,830447597675.0,455494675465.0,374952922210.0,381219824524.0,24177015642.0,632018899087.0,45.15070225499524,-48.903553872042444,158.45727761141845,206.85408314269998,흑자지속,흑자전환,흑자전환,76.10581340188835,-1186.3163054810198
동양,2015,1184189631146.0,224213631291.0,959975999855.0,392665078502.0,35132695914.0,607282783579.0,81.06607038316852,2.9147623775618503,31.18371644128306,-4.073244981887773,흑자지속,흑자지속,흑자지속,51.2825621510722,90.98353830548446
동양,2016,1004693582734.0,142005991270.0,862687591464.0,439901518546.0,7652441439.0,24456833275.0,85.86574118612668,10.737957941161447,-359.1044073195945,-2383.0801958312813,흑자지속,흑자지속,흑자지속,2.4342579364792387,2.683636562609057
동양,2017,980377627900.0,128729044555.0,851648583345.0,483087799744.0,6799802181.0,15780070430.0,86.86944286654708,8.93963400046233,-12.539177395225462,-54.9855774312916,흑자지속,흑자지속,흑자지속,1.6095910372619795,1.840954027789574
동양,2018,977551540478.0,143436584088.0,834114956390.0,529745192753.0,717143186.0,3136008735.0,85.32695431916942,8.80751607513965,-848.1791521895602,-403.1896197827395,흑자지속,흑자지속,흑자지속,0.3208023930345979,0.3720579619954263
동양,2019,1017398588370.0,198252711538.0,819145876832.0,539085144007.0,-20118140716.0,-2263037601.0,80.51376188209326,1.7325558602072553,103.56465935954834,238.57519351928786,흑자지속,적자전환,적자전환,-0.2224337272401439,-0.27376655341064615
동양,2020,996760196202.0,217173925495.0,779586270707.0,603129522484.0,-15279688856.0,-28909958543.0,78.21201866582278,10.618677429888036,-31.66590567124046,92.17211744654006,흑자지속,적자지속,적자지속,-2.9003925571222555,-3.616610648319344
동양고속,2013,214756369837.0,99735014844.0,115021354993.0,127101781840.0,11497682852.0,6800562348.0,53.55899574960276,,,,흑자지속,흑자전환,흑자전환,3.1666405765573447,
동양고속,2014,224095137704.0,100284893017.0,123810244687.0,136283087591.0,20506844864.0,11685376697.0,55.24896521875318,6.73693699878159,43.932462900793126,41.80279742504222,흑자지속,흑자지속,흑자지속,5.214471325314891,9.78545277313113
동양고속,2015,240378400336.0,108962749832.0,131415650504.0,135760743799.0,14763064117.0,15789173353.0,54.67032408914766,-0.3847531896063813,-38.90642688726054,25.991206532799666,흑자지속,흑자지속,흑자지속,6.568465939922204,12.372704847354198
동양고속,2016,237926436649.0,111428567148.0,126497869501.0,155526430437.0,17752880243.0,6987799906.0,53.166798646934495,12.708892361550472,16.841301721611572,-125.95342690684079,흑자지속,흑자지속,흑자지속,2.9369581642197766,5.418715471654632
동양고속,2017,211678291549.0,88438733453.0,123239558096.0,141870839210.0,5855030690.0,-1770752295.0,58.220215778466866,-9.625368612070256,-203.20729613459977,494.62323023559884,흑자지속,흑자지속,적자전환,-0.8365299445881537,-1.4180912425008667
동양고속,2018,195948850657.0,83267596007.0,112681254650.0,132272992710.0,3007067501.0,1364957062.0,57.50544301341357,-7.256089322060369,-94.70898767829156,229.72952368226217,흑자지속,흑자지속,흑자전환,0.6965884502120905,1.1571315358849301
동양고속,2018,195948850657.0,83267596007.0,112681254650.0,132272992710.0,4547655670.0,1364957062.0,57.50544301341357,0.0,33.876535093959745,0.0,흑자지속,흑자지속,흑자지속,0.6965884502120905,1.2113435071695842
동양고속,2019,186827240388.0,54625753371.0,132201487017.0,140473417090.0,9971145760.0,32744317864.0,70.76135511205214,5.837705488965264,54.3918444333322,95.83146893555944,흑자지속,흑자지속,흑자지속,17.52652225446198,26.74285467493406
동양고속,2020,167885900251.0,60838463226.0,107047437025.0,83541287254.0,-22122997232.0,-16411366984.0,63.762017456473316,-68.1484948429186,145.07140535902226,299.5221842027148,흑자지속,적자전환,적자전환,-9.775309873827387,-13.71907276048522
동양생명,2013,,,,,,,,,,,,,,,
동양생명,2014,,,,,,,,,,,,,,,
동양생명,2015,,,,,,,,,,,,,,,
동양생명,2016,,,,,,,,,,,,,,,
동양생명,2017,,,,,,,,,,,,,,,
동양생명,2018,,,,,,,,,,,,,,,
동양생명,2019,,,,,,,,,,,,,,,
동양생명,2020,,,,,,,,,,,,,,,
동양에스텍,2013,119723881877.0,69271197168.0,50452684709.0,224278761482.0,4435770458.0,2383808217.0,42.140869405515325,,,,,,,1.9910883105586556,
동양에스텍,2014,106112075746.0,56995027051.0,49117048695.0,174225547733.0,2110924509.0,-3526340057.0,46.287897347867606,-28.72897482618701,-110.13401659263221,167.6000663143078,흑자지속,흑자지속,적자전환,-3.323222198989853,-7.083156570665955
동양에스텍,2015,92678514576.0,46641504121.0,46037010455.0,133784506169.0,1746489079.0,-1943956298.0,49.67387604949997,-30.228494107467007,-20.86674542555213,-81.40017142504713,흑자지속,흑자지속,적자지속,-2.097526386664171,-4.085913549805721
동양에스텍,2016,120249192502.0,68125399581.0,52123792921.0,151970509175.0,3896793957.0,4153757912.0,43.34648061784953,11.966797442955267,55.181385049556006,146.7999421050516,흑자지속,흑자지속,흑자전환,3.4542917300096745,8.463170163938532
동양에스텍,2017,124977099112.0,70605558140.0,54371540972.0,186236108201.0,2865397478.0,3266424899.0,43.50520323989451,18.399009384913686,-35.99488332487462,-27.165266015197613,흑자지속,흑자지속,흑자지속,2.6136187527226467,6.1344000334923665
동양에스텍,2018,136232433896.0,82026749910.0,54205683986.0,189075198519.0,1741607647.0,-594172673.0,39.789118079899154,1.5015667524023266,-64.52600463346496,649.7433738424386,흑자지속,흑자지속,적자전환,-0.4361462656195309,-1.09447017683467
동양에스텍,2019,144962082668.0,90593924943.0,54368157725.0,212129296950.0,2767921186.0,2175698979.0,37.50508872690308,10.867946465892437,37.07885702060593,127.30950736912581,흑자지속,흑자지속,흑자전환,1.5008745314337844,4.007777462256955
동양에스텍,2020,121031744879.0,63059315944.0,57972428935.0,186809660853.0,4601784195.0,5734472135.0,47.89853190413575,-13.553708079864215,39.851130154963734,62.05929808742544,흑자지속,흑자지속,흑자지속,4.737990136995024,10.209083476402775
동양이엔피,2013,254177952687.0,99862172986.0,154315779701.0,595763085620.0,31509055025.0,27109931233.0,60.71170928464738,,,,흑자지속,흑자지속,흑자지속,10.665728851150096,
동양이엔피,2014,232231371254.0,69745949057.0,162485422197.0,477372600650.0,12456606612.0,10529419068.0,69.96704248853774,-24.800435720189466,-152.9505507113465,-157.46844206619056,흑자지속,흑자지속,흑자지속,4.5340209684606245,6.64733530360162
동양이엔피,2015,256366231103.0,76943111479.0,179423119624.0,464070302711.0,18368249973.0,17582934492.0,69.98703333588165,-2.8664402486629297,32.184031520094116,40.11568960351445,흑자지속,흑자지속,흑자지속,6.858522051188451,10.285168307497404
동양이엔피,2016,261081777914.0,70178351031.0,190903426883.0,440562192995.0,16003322500.0,15144660740.0,73.12016503345681,-5.335934424193043,-14.777728018666123,-16.09989021120852,흑자지속,흑자지속,흑자지속,5.800734490550555,8.179084585130454
동양이엔피,2017,269559466072.0,74130827790.0,195428638282.0,424716583955.0,14382036935.0,8734088921.0,72.49926746397418,-3.7308665681109567,-11.272989857608094,-73.39714396067802,흑자지속,흑자지속,흑자지속,3.2401343749015674,4.521544913580873
동양이엔피,2018,265792733613.0,69263288933.0,196529444680.0,391106835533.0,4122696759.0,5139940175.0,73.94086437522823,-8.593495528196705,-248.85022536773968,-69.92588675411966,흑자지속,흑자지속,흑자지속,1.9338151593278186,2.622698905024654
동양이엔피,2019,287167920414.0,68505858715.0,218662061699.0,482668664656.0,29344068269.0,25596454704.0,76.14432050201239,18.9699136960251,85.95049356753526,79.91932775675853,흑자지속,흑자지속,흑자지속,8.913410198151132,12.329951027772106
동양이엔피,2020,326757584525.0,84986650751.0,241770933774.0,461424349616.0,40959959583.0,23505237583.0,73.99091718879512,-4.60407324790719,28.359137636505515,-8.89681337453257,흑자지속,흑자지속,흑자지속,7.193478803917902,10.21005784298895
동양철관,2013,216710572293.0,117234082066.0,99476490227.0,222637263699.0,-6121117500.0,-8759983127.0,45.90292442793443,,,,흑자지속,적자전환,적자전환,-4.042250008530368,
동양철관,2014,185811319439.0,99293722293.0,86517597146.0,199833883957.0,-8486154492.0,-12391523270.0,46.562070280332335,-11.411167761172477,27.8693605475784,29.306648293934888,흑자지속,적자지속,적자지속,-6.668874268485034,-13.324642137843384
