기업,연도,자산총계,부채총계,자본총계,매출액,영업이익,당기순이익,부채비율,매출액증가율,영업이익증가율,당기순이익증가율,매출액_상태,영업이익_상태,당기순이익_상태,ROA,ROE
BGF,2020,1658204361732.0,121105273379.0,1537099088353.0,154381286305.0,14640997513.0,17880953455.0,92.6966014458854,13.598521537464398,-80.01168897541633,2.0449799890159155,흑자지속,흑자지속,흑자지속,1.0783323134142093,1.1666485858222635
BGF리테일,2013,,,,,,,,,,,,,,,
BGF리테일,2014,,,,,,,,,,,,,,,
BGF리테일,2015,,,,,,,,,,,,,,,
BGF리테일,2016,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
BGF리테일,2017,1277349524088.0,888705326553.0,388644197535.0,938735224712.0,26516479984.0,27983934658.0,30.425830221566297,100.0,100.0,100.0,흑자전환,흑자전환,흑자전환,2.1907813116366817,14.400798898061437
BGF리테일,2018,1482568536572.0,960905506895.0,521663029677.0,5775862323457.0,189516685804.0,154186683020.0,35.186436026977276,83.74727145244447,86.00836656070294,81.85061504023008,흑자지속,흑자지속,흑자지속,10.399969999128066,33.875746212018534
BGF리테일,2019,2172410899706.0,1549815137631.0,622595762075.0,5946068219555.0,196623293754.0,151377053549.0,28.659208170943078,2.8624948421923437,3.6143265705289447,-1.8560471386705495,흑자지속,흑자지속,흑자지속,6.968159364763195,26.45853449239804
BGF리테일,2020,2371169598247.0,1674341687928.0,696827910319.0,6181269419288.0,162204243583.0,122711267434.0,29.387518751681164,3.8050630668043595,-21.219574414764157,-23.36035371032072,흑자지속,흑자지속,흑자지속,5.175136671991752,18.600737579817583
BNGT,2013,41095950063.0,26977329389.0,14118620674.0,87217506632.0,-1067926815.0,-6212523493.0,34.355260438939084,,,,흑자지속,적자전환,적자전환,-15.117118556636882,
BNGT,2014,31079658477.0,22003317106.0,9076341371.0,73181587219.0,-555686593.0,-7166562942.0,29.20347846716784,-19.179577741319992,-92.18149734989197,13.312371030871775,흑자지속,적자지속,적자지속,-23.05869270508072,-61.79413381316443
BNGT,2015,27260642750.0,18670700052.0,8589942698.0,61727416491.0,-2763112290.0,-9970008327.0,31.510418799644775,-18.556050745571127,79.88910566497462,28.118786795873856,흑자지속,적자지속,적자지속,-36.572902621674245,-112.87046317221765
BNGT,2016,29032934061.0,17555697349.0,11477236712.0,52368729238.0,-1275973602.0,-5923719974.0,39.531783759387224,-17.870754912664776,-116.54933030503243,-68.30654336733845,흑자지속,적자지속,적자지속,-20.40344927437887,-59.03888985063895
BNGT,2017,35990573906.0,13453401366.0,22537172540.0,52949862283.0,-169495783.0,-2236525732.0,62.61965313157405,1.0975156873761647,-652.8055149313066,-164.86258974104214,흑자지속,적자지속,적자지속,-6.214198578331501,-13.150460532360974
BNGT,2018,52079042868.0,33695224592.0,18383818276.0,49621147742.0,-5606827974.0,-5760192650.0,35.299838982440185,-6.708257854710063,96.97697550582993,61.172726887875875,흑자지속,적자지속,적자지속,-11.06048101651913,-28.152752585588814
BNGT,2018,52079042868.0,33695224592.0,18383818276.0,49316599952.0,-4631294669.0,-5760192650.0,35.299838982440185,-0.6175360635088739,-21.06394377213401,-0.0,흑자지속,적자지속,적자지속,-11.06048101651913,-31.332950334479253
BNGT,2019,41822337388.0,19301794239.0,22520543149.0,51486653179.0,-3428136777.0,-18520371267.0,53.848121734730626,4.2147878974683595,-35.09655449199715,68.8980713887543,흑자지속,적자지속,적자지속,-44.28344378550687,-90.55450627658833
BNGT,2020,41742143930.0,18953214369.0,22788929561.0,54588246084.0,-1516977958.0,-6591115646.0,54.59453543933003,5.681796224460649,-125.98461361427375,-180.98993041094033,흑자지속,적자지속,적자지속,-15.79007455164031,-29.093764512273
BNK금융지주,2013,,,,,,,,,,,,,,,
BNK금융지주,2014,,,,,,,,,,,,,,,
BNK금융지주,2015,,,,,,,,,,,,,,,
BNK금융지주,2016,,,,,,,,,,,,,,,
BNK금융지주,2017,,,,,,,,,,,,,,,
BNK금융지주,2018,,,,,,,,,,,,,,,
BNK금융지주,2019,,,,,,,,,,,,,,,
BNK금융지주,2020,,,,,,,,,,,,,,,
BYC,2013,525157537563.0,177223434846.0,347934102717.0,182448693422.0,25118121579.0,15514678383.0,66.25328169744881,,,,,,,2.9542903363809754,
BYC,2014,608388100986.0,242958472760.0,365429628226.0,176909794542.0,27901296017.0,19050210474.0,60.06521620553672,-3.130917027143466,9.975072255798576,18.559018525413904,흑자지속,흑자지속,흑자지속,3.131259543558755,5.340952910184376
BYC,2015,691464608847.0,313347276773.0,378117332074.0,182195987906.0,21130660793.0,13158136978.0,54.68354088353144,2.901377480785853,-32.04175813679676,-44.77893417473435,흑자지속,흑자지속,흑자지속,1.902937158264812,3.5392887552633034
BYC,2016,733018517741.0,339167414756.0,393851102985.0,211857617732.0,16154496941.0,17543266261.0,53.73003456976251,14.000737921787632,-30.803582867198614,24.996082358668133,흑자지속,흑자지속,흑자지속,2.3932910064897737,4.54507346784437
BYC,2017,745823200349.0,346484953966.0,399338246383.0,195815807700.0,17207998300.0,6190456821.0,53.54328561998795,-8.192295719340947,6.122160989520785,-183.3921109260896,흑자지속,흑자지속,흑자지속,0.830016660530705,1.5609026585978374
BYC,2018,738431267101.0,331027820118.0,407403446983.0,197864080352.0,21346820739.0,9092446196.0,55.17147839397716,1.0351917580776284,19.388472361312783,31.916486635649928,흑자지속,흑자지속,흑자지속,1.2313192305217444,2.254115851645954
BYC,2019,693882852856.0,259555399205.0,434327453651.0,170589026967.0,23393686890.0,27788949736.0,62.5937724016845,-15.988750196855445,8.749651821128568,67.28035322536523,흑자지속,흑자지속,흑자지속,4.004847449626627,6.6028108781723684
BYC,2020,679134863796.0,226466838553.0,452668025243.0,161863377007.0,22940934002.0,18285121577.0,66.65362792786522,-5.390749977756023,-1.9735590885729797,-51.97574497374096,흑자지속,흑자지속,흑자지속,2.6924139153740345,4.12293456101937
CBI,2013,35864797286.0,19540176748.0,16324620538.0,24739339343.0,766801962.0,875998585.0,45.51711364160532,,,,흑자지속,흑자지속,흑자지속,2.4425025409022747,
CBI,2014,35363105983.0,18893019315.0,16470086668.0,24528649701.0,846119042.0,560485228.0,46.574208373884396,-0.8589532834798096,9.374222309489165,-56.292894306217114,흑자지속,흑자지속,흑자지속,1.5849434387054133,3.418144424826307
CBI,2015,35600864116.0,17270199832.0,18330664284.0,21074349046.0,549908590.0,345526512.0,51.489380213559755,-16.391019468549807,-53.865398247370536,-62.21193122222702,흑자지속,흑자지속,흑자지속,0.9705565316452838,1.9857417012441945
CBI,2016,36673767184.0,16374691211.0,20299075973.0,20910202844.0,102718930.0,254690421.0,55.35039765932763,-0.7850053068571753,-435.3527241765466,-35.66529539797651,흑자지속,흑자지속,흑자지속,0.6944757535329398,1.3186235232521306
CBI,2017,34101559433.0,13695176349.0,20406383084.0,22205940577.0,-219723977.0,-561230732.0,59.84002908750499,5.835095021113728,146.7490764560483,145.38069754170198,흑자지속,적자전환,적자전환,-1.6457626610966603,-2.7575207109891897
CBI,2018,35918271916.0,14538372564.0,21379899352.0,21818976074.0,108006575.0,124819655.0,59.523741570863834,-1.7735227431736171,303.4357417592401,549.6332985377984,흑자지속,흑자전환,흑자전환,0.34751019005565903,0.5974192855809759
CBI,2019,40883527820.0,18902615781.0,21980912039.0,22117496797.0,241442866.0,306965930.0,53.764714571052885,1.34970392779933,55.26619742825617,59.337619324724415,흑자지속,흑자지속,흑자지속,0.7508303377132586,1.4158680160847452
CBI,2020,44319089086.0,24466128021.0,19852961065.0,16710124584.0,-2452531875.0,-3028248235.0,44.79550792769198,-32.3598557618031,109.84463722821135,110.1367492417609,흑자지속,적자전환,적자전환,-6.8328304968627975,-14.47749400334845
CJ,2013,22123704854000.0,13522759512000.0,8600945342000.0,18851698863000.0,786067040000.0,322608337000.0,38.87660497534135,,,,흑자지속,흑자전환,흑자전환,1.458202137160006,
CJ,2014,23039318812000.0,13969444303000.0,9069874509000.0,19572301244000.0,1003117885000.0,508633144000.0,39.366938679957705,3.681745810145369,21.637620886402598,36.57347327723496,흑자지속,흑자지속,흑자지속,2.207674402834684,5.756757731545956
CJ,2015,23562143506000.0,13698687478000.0,9863456028000.0,21166707211000.0,1225330266000.0,551115547000.0,41.861454691031454,7.532612187177666,18.134896947040726,7.708438499195523,흑자지속,흑자지속,흑자지속,2.338987311827809,5.821643961932591
CJ,2016,27009587950000.0,15755138247000.0,11254449703000.0,23954197397000.0,1252913231000.0,569823382000.0,41.668350231163004,11.636750502645112,2.2015064026409026,3.283093602501556,흑자지속,흑자지속,흑자지속,2.1097077935985324,5.396589882144691
CJ,2017,29325383064000.0,17333214255000.0,11992168809000.0,26898599989000.0,1325955339000.0,1137728417000.0,40.89347710421438,10.946304243358739,5.50864013678518,49.915693984111854,흑자지속,흑자지속,흑자지속,3.8796711180788686,9.788334732750055
CJ,2018,31729548648000.0,19207738403000.0,12521810245000.0,29523435477000.0,1332475208000.0,880027278000.0,39.46419277473486,8.890684453185868,0.4893050888193336,-29.28331262477071,흑자지속,흑자지속,흑자지속,2.7735259891743547,7.179799542632015
CJ,2019,40381364593000.0,25766279658000.0,14615084935000.0,33779706665000.0,1509154524000.0,323842817000.0,36.19264748059922,12.600083328757941,11.707172008583528,-171.7451898894518,흑자지속,흑자지속,흑자지속,0.8019610537285738,2.3867344797696197
CJ,2020,40024965069000.0,24628738994000.0,15396226075000.0,31999102947000.0,1390340166000.0,204007798000.0,38.46655718114451,-5.5645426090512835,-8.545704202866279,-58.74041099154454,흑자지속,흑자지속,흑자지속,0.5097013767490017,1.359539394543764
CJ CGV,2013,1099174954072.0,720542557336.0,378632396736.0,915929692131.0,51515850537.0,12131845229.0,34.44696363698242,,,,흑자지속,흑자지속,흑자지속,1.1037228590459058,
CJ CGV,2014,1254918922892.0,863739963238.0,391178959654.0,1039295973405.0,52082728428.0,16019849199.0,31.17165201019647,11.870177931106616,1.0884181918074072,24.269916162773235,흑자지속,흑자지속,흑자지속,1.2765644781323207,4.162019452174478
CJ CGV,2015,1417577426757.0,972407246956.0,445170179801.0,1193516367213.0,66899399021.0,52199238517.0,31.403588361266333,12.921514781412057,22.147688633718495,69.31018602161652,흑자지속,흑자지속,흑자지속,3.682284828449653,12.482642966791406
CJ CGV,2016,2541773013510.0,1621292084258.0,920480929252.0,1432245446647.0,70336754221.0,5621660284.0,36.21412786899032,16.668168154619284,4.88699718670517,-828.5377607317546,흑자지속,흑자지속,흑자지속,0.22117082265488783,0.8232937749229811
CJ CGV,2017,2460100845901.0,1682438284658.0,777662561243.0,1714387173382.0,86242893480.0,10036368802.0,31.611003367554424,16.45729337664224,18.443420225329852,43.98710933301154,흑자지속,흑자지속,흑자지속,0.4079657473685485,1.1820401347914893
CJ CGV,2018,2234185992506.0,1683905312410.0,550280680096.0,1769356467477.0,77706738825.0,-188541087052.0,24.630029994896326,3.106739377022372,-10.985089303804019,105.32317329815328,흑자지속,흑자지속,적자전환,-8.438916351835182,-28.395955667787288
CJ CGV,2019,4524046865181.0,3922936967719.0,601109897462.0,1942279329129.0,121975391246.0,-239075347803.0,13.286995368867615,8.903089224017325,36.29310139429598,21.137378326702525,흑자지속,흑자지속,적자지속,-5.284546224377695,-41.5281056598636
CJ CGV,2020,4354856895866.0,4066971784892.0,287885110974.0,583443792479.0,-388660290864.0,-751648434193.0,6.6106675341567485,-232.89913341547955,131.38354859325764,68.19319552502215,흑자지속,적자전환,적자지속,-17.260003076255582,-169.10070969135532
CJ ENM,2013,3030942895131.0,1861772466601.0,1169170428530.0,2513495629871.0,258209456365.0,166535449023.0,38.57447893222242,,,,흑자지속,흑자전환,흑자전환,5.494509622419072,
CJ ENM,2014,3153682320906.0,1887270011527.0,1266412309379.0,2604907441415.0,234441704480.0,105787150953.0,40.15662265612032,3.509215340655045,-10.138022131223503,-57.42502517814263,흑자지속,흑자지속,흑자지속,3.3544009887022836,8.686804131632215
CJ ENM,2015,2988232404363.0,1638102960054.0,1350129444309.0,2308605389638.0,209654718318.0,112018538766.0,45.18154084460531,-12.834677295085998,-11.82276571729886,5.562818334933823,흑자지속,흑자지속,흑자지속,3.7486555129529466,8.562335273886651
CJ ENM,2016,2753593503931.0,1390704879495.0,1362888624436.0,2208596188143.0,178880156479.0,32583105673.0,49.49490992371805,-4.5281795754201815,-17.204011023219806,-243.79331390384985,흑자지속,흑자지속,흑자지속,1.1832939621075047,2.4019822092871235
CJ ENM,2017,2801818454439.0,1317714354251.0,1484104100188.0,2260006796348.0,224481550757.0,143441965513.0,52.969317046102404,2.2747988319360655,20.314094465323453,77.28481650647277,흑자지속,흑자지속,흑자지속,5.119602424123549,10.07673565670557
CJ ENM,2018,6754948264541.0,3329299954479.0,3425648310062.0,3426817049096.0,251016488622.0,184218974433.0,50.71316871580471,34.04938857345204,10.570993965642774,22.135075415280035,흑자지속,흑자지속,흑자지속,2.727170767539812,7.504206283331495
CJ ENM,2018,6754948264541.0,3329299954479.0,3425648310062.0,2360375323914.0,182069696289.0,184218974433.0,50.71316871580471,-45.18102330495537,-37.86835137219127,0.0,흑자지속,흑자지속,흑자지속,2.727170767539812,5.377638267533244
CJ ENM,2019,5434907587861.0,2283014093463.0,3151893494398.0,3789723949697.0,269385174265.0,58615849418.0,57.993506668592346,37.71643119012087,32.41287432177165,-214.2818474220204,흑자지속,흑자지속,흑자지속,1.078506827768699,1.7823026036339185
CJ ENM,2020,6279917456928.0,2494738813674.0,3785178643254.0,3391184002869.0,272067865192.0,65629506717.0,60.27433750865935,-11.75223598869387,0.9860374083895606,10.686743889823042,흑자지속,흑자지속,흑자지속,1.0450695756294945,1.8921385107352713
CJ대한통운,2013,4608720686588.0,2360513240305.0,2248207446283.0,3795045155647.0,64177360059.0,-60061093537.0,48.781594702095695,,,,흑자지속,흑자지속,적자전환,-1.3032053279294165,
CJ대한통운,2014,4542856098587.0,2262195615779.0,2280660482808.0,4560087295134.0,167079481161.0,59451739573.0,50.20322971527476,16.77691872923935,61.588724352598476,201.0249556503755,흑자지속,흑자지속,흑자전환,1.3086863920583296,2.625456979706304
CJ대한통운,2015,4500489063722.0,2128783996099.0,2371705067623.0,5055766403519.0,186633717812.0,48984004454.0,52.69882970588866,9.80423280711682,10.477333292313979,-21.36970065162815,흑자지속,흑자지속,흑자지속,1.0884151424531892,2.1057676540254695
CJ대한통운,2016,5482936919375.0,2781927820952.0,2701009098423.0,6081945642204.0,228444490415.0,61998500853.0,49.2620859612386,16.872548671992554,18.302377320216888,20.991630797424758,흑자지속,흑자지속,흑자지속,1.130753495155425,2.4443916539979473
CJ대한통운,2017,6285983375898.0,3526210931546.0,2759772444352.0,7110391207800.0,235651420434.0,54178649704.0,43.90359120155557,14.463980047508631,3.058301115150069,-14.433455229547116,흑자지속,흑자지속,흑자지속,0.8618961658685611,1.9842818937037388
CJ대한통운,2018,7868566775246.0,4737828934873.0,3130737840373.0,9219680477069.0,242686925620.0,66600069013.0,39.78790458031185,22.87811681234703,2.899004620057785,18.650760416742813,흑자지속,흑자지속,흑자지속,0.8464066063786799,2.2612665386801627
CJ대한통운,2019,9110016110171.0,5454770837946.0,3655245272225.0,10415108625820.0,307186346174.0,50889855210.0,40.12336781868094,11.477826988644411,20.99683835474429,-30.871012971388645,흑자지속,흑자지속,흑자지속,0.5586143272917304,1.4998521029480405
